"age","marital","race","education","job_class","health","insurance","wage"
52,"married","black","college_grad","industrial","very_good","no",94.07271475
23,"never_married","white","hs_grad","information","very_good","no",81.28325328
33,"married","white","college_grad","information","good","no",87.98103279
37,"never_married","asian","college_grad","information","good","yes",109.8339856
34,"married","white","hs_grad","industrial","good","no",80.43020795
51,"separated","white","hs_grad","industrial","good","yes",148.4131591
40,"divorced","white","some_college","industrial","very_good","yes",148.4131591
50,"married","white","hs_grad","information","good","yes",81.28325328
64,"married","white","some_college","industrial","very_good","yes",118.8843593
54,"married","white","no_hs_grad","industrial","good","yes",80.48744436
50,"married","black","hs_grad","information","very_good","yes",91.69922611
32,"married","white","college_grad","information","very_good","yes",109.3556264
37,"married","black","college_grad","information","good","yes",104.9215065
19,"never_married","white","no_hs_grad","industrial","very_good","no",65.11085372
32,"married","white","hs_grad","industrial","very_good","yes",76.89360252
42,"married","white","some_college","industrial","good","yes",99.6894637
26,"never_married","white","some_college","industrial","good","no",99.6894637
46,"married","white","advanced_degree","information","very_good","yes",157.7005277
18,"never_married","white","no_hs_grad","industrial","good","no",49.55533812
43,"married","white","hs_grad","information","good","yes",90.48191336
62,"married","white","some_college","industrial","very_good","yes",111.7208494
44,"married","white","hs_grad","industrial","very_good","yes",148.4131591
40,"married","white","some_college","information","good","yes",133.2323508
43,"married","white","hs_grad","industrial","good","yes",134.7053751
32,"never_married","asian","college_grad","industrial","very_good","yes",118.8843593
48,"never_married","black","hs_grad","information","very_good","yes",87.98103279
35,"married","white","some_college","information","very_good","yes",109.8339856
61,"married","white","some_college","information","good","yes",130.9821774
47,"married","white","no_hs_grad","industrial","very_good","yes",89.24288466
55,"divorced","white","hs_grad","information","very_good","yes",102.8702469
28,"divorced","other","hs_grad","industrial","very_good","yes",76.89360252
52,"married","white","advanced_degree","industrial","good","no",149.6950421
27,"never_married","black","advanced_degree","information","very_good","yes",102.8702469
22,"married","black","some_college","information","very_good","yes",90.48191336
20,"never_married","white","hs_grad","industrial","good","no",69.92912721
42,"married","white","hs_grad","information","good","yes",106.9218141
29,"married","white","college_grad","industrial","very_good","no",87.98103279
31,"never_married","white","college_grad","information","good","yes",109.8339856
59,"divorced","white","some_college","information","good","yes",151.5914842
36,"married","white","advanced_degree","industrial","very_good","yes",148.4131591
32,"married","white","no_hs_grad","industrial","good","no",66.96164432
32,"never_married","white","some_college","information","good","yes",103.9024706
25,"never_married","white","some_college","information","very_good","yes",99.6894637
43,"married","white","some_college","information","very_good","no",134.7053751
44,"never_married","white","hs_grad","industrial","good","no",43.73511168
57,"married","white","some_college","industrial","very_good","no",116.7071546
49,"married","black","college_grad","information","very_good","yes",141.7751723
41,"married","white","hs_grad","information","very_good","yes",144.4780877
38,"married","white","college_grad","industrial","very_good","yes",134.7053751
58,"married","white","no_hs_grad","information","good","yes",118.8843593
59,"married","asian","advanced_degree","information","very_good","no",189.2441629
39,"married","white","advanced_degree","information","very_good","yes",160.6424754
60,"married","white","some_college","industrial","good","yes",96.03165702
56,"married","white","hs_grad","information","good","yes",111.0651943
44,"married","white","some_college","industrial","very_good","yes",148.4131591
70,"married","black","some_college","information","very_good","yes",99.6894637
27,"never_married","white","college_grad","information","very_good","no",81.28325328
47,"married","white","hs_grad","industrial","good","no",118.8843593
41,"married","white","some_college","industrial","very_good","no",127.1157438
29,"married","white","some_college","industrial","very_good","yes",104.9215065
42,"married","white","no_hs_grad","industrial","very_good","yes",112.6488963
51,"divorced","white","college_grad","information","good","yes",281.7459706
47,"married","white","hs_grad","industrial","very_good","yes",114.4775211
48,"married","black","hs_grad","industrial","good","yes",111.7208494
39,"married","white","hs_grad","industrial","very_good","no",134.7053751
23,"never_married","white","hs_grad","industrial","very_good","yes",75.35567932
31,"married","white","some_college","industrial","very_good","no",119.7408513
59,"married","white","hs_grad","industrial","good","yes",118.8843593
19,"never_married","white","no_hs_grad","industrial","very_good","no",27.14057921
42,"married","white","advanced_degree","information","very_good","yes",182.020621
35,"married","asian","hs_grad","industrial","very_good","no",65.11085372
38,"married","white","advanced_degree","information","good","yes",141.7751723
45,"married","white","some_college","information","very_good","yes",114.4757133
58,"married","white","advanced_degree","industrial","very_good","no",135.5980598
26,"never_married","white","some_college","information","very_good","yes",117.1468169
30,"never_married","asian","hs_grad","information","very_good","no",99.6894637
54,"separated","white","advanced_degree","information","very_good","yes",277.7994802
38,"married","white","hs_grad","industrial","very_good","yes",94.07271475
44,"married","asian","hs_grad","industrial","very_good","yes",94.07271475
52,"married","white","college_grad","information","very_good","no",96.37065283
73,"divorced","white","hs_grad","industrial","good","yes",75.35567932
65,"married","white","advanced_degree","information","very_good","yes",104.9215065
28,"married","white","college_grad","information","good","no",95.23071257
53,"married","white","no_hs_grad","industrial","good","yes",54.59815003
53,"married","white","some_college","information","very_good","yes",89.24288466
52,"married","white","college_grad","information","very_good","yes",145.1436012
27,"never_married","white","hs_grad","information","very_good","yes",96.86670324
57,"married","white","no_hs_grad","industrial","very_good","yes",130.9821774
32,"never_married","white","college_grad","information","very_good","yes",84.04595765
51,"never_married","white","hs_grad","information","good","yes",148.1550467
43,"married","white","hs_grad","information","very_good","yes",49.55533812
50,"married","white","some_college","industrial","very_good","yes",141.7751723
53,"married","white","some_college","information","very_good","yes",115.3750386
54,"married","asian","no_hs_grad","industrial","good","no",65.11085372
24,"never_married","white","hs_grad","industrial","very_good","yes",85.38394038
40,"married","white","hs_grad","information","good","yes",101.8243521
30,"married","white","college_grad","industrial","good","yes",95.23071257
45,"married","white","college_grad","information","very_good","yes",99.6894637
55,"divorced","white","college_grad","industrial","very_good","yes",147.1166892
45,"never_married","white","advanced_degree","information","very_good","yes",140.3982002
44,"never_married","black","college_grad","information","very_good","yes",109.8339856
37,"widowed","white","college_grad","information","very_good","yes",127.1157438
41,"married","white","no_hs_grad","industrial","good","yes",115.3750386
44,"married","white","hs_grad","industrial","good","no",59.09706408
52,"never_married","white","hs_grad","industrial","very_good","yes",76.89360252
55,"married","white","college_grad","information","very_good","yes",141.7751723
43,"married","white","hs_grad","industrial","very_good","yes",70.90958587
27,"never_married","asian","advanced_degree","information","very_good","yes",200.5432623
43,"married","white","hs_grad","information","very_good","yes",97.49329405
46,"married","white","hs_grad","industrial","good","yes",99.6894637
30,"married","white","some_college","information","good","yes",186.8766776
43,"married","white","no_hs_grad","industrial","very_good","yes",81.28325328
48,"married","white","some_college","industrial","very_good","yes",160.6424754
33,"never_married","black","no_hs_grad","industrial","very_good","no",63.96669083
29,"never_married","white","some_college","industrial","very_good","yes",87.98103279
24,"never_married","white","hs_grad","information","very_good","no",73.77574327
52,"married","white","some_college","industrial","very_good","yes",145.1436012
50,"married","white","advanced_degree","industrial","very_good","no",141.7751723
24,"never_married","white","hs_grad","industrial","very_good","no",76.89360252
42,"never_married","white","some_college","industrial","very_good","yes",123.9085676
53,"married","white","college_grad","industrial","very_good","yes",118.8843593
49,"married","white","advanced_degree","information","very_good","yes",279.197497
46,"married","white","no_hs_grad","industrial","good","no",54.59815003
40,"married","white","some_college","industrial","very_good","yes",154.685293
41,"never_married","asian","advanced_degree","information","very_good","yes",180.0301971
41,"married","white","college_grad","information","very_good","yes",118.8843593
36,"married","white","some_college","industrial","very_good","no",87.98103279
34,"married","black","some_college","information","good","no",91.69922611
24,"never_married","white","some_college","information","very_good","no",59.09706408
44,"married","white","college_grad","industrial","very_good","yes",123.9085676
33,"married","black","college_grad","information","very_good","no",109.8339856
25,"never_married","white","hs_grad","industrial","very_good","yes",94.07271475
40,"married","white","hs_grad","industrial","very_good","no",117.1468169
48,"never_married","asian","hs_grad","industrial","very_good","no",65.11085372
56,"married","white","hs_grad","industrial","good","no",97.49329405
25,"never_married","white","college_grad","industrial","very_good","no",118.0197533
44,"married","white","college_grad","industrial","very_good","yes",141.7751723
27,"never_married","white","some_college","information","very_good","yes",116.1766952
58,"married","white","no_hs_grad","industrial","good","yes",75.35567932
52,"divorced","black","college_grad","information","very_good","yes",95.23071257
60,"never_married","white","advanced_degree","industrial","good","yes",111.7208494
39,"married","white","some_college","information","very_good","yes",103.9024706
51,"married","white","college_grad","industrial","very_good","yes",147.1166892
31,"never_married","white","some_college","information","very_good","yes",87.98103279
45,"widowed","white","hs_grad","industrial","very_good","no",118.8843593
43,"never_married","white","college_grad","information","very_good","yes",100.7642728
45,"married","white","college_grad","industrial","very_good","yes",120.5894365
40,"married","white","some_college","information","very_good","yes",193.8668781
46,"married","white","hs_grad","industrial","very_good","yes",118.8843593
51,"married","white","advanced_degree","information","very_good","yes",267.9010869
47,"divorced","white","college_grad","information","very_good","yes",174.402876
52,"married","white","advanced_degree","information","very_good","yes",133.9715001
31,"divorced","white","hs_grad","information","very_good","yes",154.685293
40,"married","black","college_grad","information","very_good","yes",154.685293
26,"never_married","white","college_grad","information","very_good","yes",118.8843593
49,"married","white","hs_grad","industrial","very_good","no",95.23071257
38,"divorced","white","some_college","industrial","good","no",109.8339856
50,"married","other","no_hs_grad","information","good","no",111.7208494
63,"married","white","some_college","industrial","very_good","yes",134.7053751
35,"married","white","no_hs_grad","industrial","very_good","no",85.90104432
29,"never_married","white","hs_grad","information","very_good","no",118.8843593
33,"married","white","hs_grad","industrial","good","yes",87.98103279
29,"married","white","hs_grad","industrial","very_good","no",92.89584479
62,"divorced","white","college_grad","information","very_good","yes",109.8339856
45,"married","white","advanced_degree","information","very_good","yes",124.7204462
56,"married","white","no_hs_grad","industrial","very_good","yes",127.901233
58,"married","white","no_hs_grad","industrial","good","no",97.49329405
39,"married","white","advanced_degree","industrial","very_good","yes",198.3502905
49,"married","white","some_college","industrial","very_good","yes",92.89584479
24,"never_married","white","college_grad","information","very_good","no",94.07271475
61,"divorced","white","hs_grad","industrial","very_good","yes",148.4131591
58,"married","white","college_grad","industrial","very_good","yes",79.85490031
47,"married","asian","some_college","information","very_good","no",118.8843593
41,"separated","white","college_grad","information","very_good","yes",87.98103279
71,"married","white","no_hs_grad","information","good","yes",94.07271475
47,"married","white","some_college","industrial","very_good","yes",150.0704769
38,"married","white","college_grad","industrial","good","yes",176.9896505
31,"never_married","white","college_grad","industrial","very_good","yes",73.77574327
56,"married","asian","college_grad","information","very_good","yes",125.1238157
44,"never_married","white","college_grad","information","very_good","yes",277.7994802
33,"married","white","college_grad","information","very_good","yes",107.9039239
36,"never_married","white","college_grad","industrial","very_good","no",60.73977852
31,"married","white","college_grad","information","very_good","yes",92.0363233
55,"married","white","some_college","information","very_good","yes",109.8339856
48,"married","white","college_grad","information","very_good","no",66.96164432
50,"married","white","some_college","information","very_good","yes",114.4757133
42,"married","white","college_grad","information","very_good","no",170.6951277
25,"never_married","white","some_college","information","very_good","yes",130.9821774
55,"married","white","hs_grad","industrial","good","yes",127.1157438
28,"never_married","white","advanced_degree","industrial","very_good","yes",117.1468169
30,"married","other","no_hs_grad","information","good","no",123.0896998
46,"never_married","black","college_grad","industrial","very_good","yes",120.5894365
48,"divorced","white","advanced_degree","information","good","yes",130.9821774
42,"divorced","white","some_college","industrial","very_good","yes",81.28325328
23,"married","white","college_grad","industrial","very_good","no",36.6737042
60,"married","white","advanced_degree","industrial","very_good","no",104.9215065
34,"married","black","no_hs_grad","information","very_good","yes",74.41296351
45,"married","white","college_grad","industrial","very_good","yes",129.0678205
28,"never_married","white","some_college","industrial","good","no",84.10001012
33,"married","white","advanced_degree","information","very_good","yes",185.9186629
58,"married","white","hs_grad","information","very_good","yes",105.9278108
47,"married","white","advanced_degree","information","very_good","yes",163.515864
24,"never_married","white","some_college","industrial","very_good","no",63.188861
56,"married","white","college_grad","industrial","very_good","no",134.7053751
56,"married","white","college_grad","industrial","very_good","yes",120.9267015
23,"never_married","other","college_grad","information","good","yes",94.07271475
56,"married","white","advanced_degree","information","good","yes",132.4878211
45,"married","white","college_grad","information","very_good","yes",133.2323508
58,"married","white","some_college","information","very_good","yes",145.1436012
30,"married","asian","advanced_degree","information","very_good","yes",118.8843593
46,"married","white","advanced_degree","industrial","very_good","no",150.3306535
48,"married","white","advanced_degree","industrial","very_good","yes",278.9644667
50,"divorced","white","hs_grad","industrial","good","yes",98.26923081
43,"never_married","white","college_grad","information","very_good","yes",99.6894637
37,"married","white","no_hs_grad","industrial","very_good","no",94.07271475
49,"divorced","white","some_college","information","very_good","no",176.9896505
31,"married","asian","college_grad","information","very_good","yes",166.3249412
54,"married","asian","hs_grad","industrial","very_good","yes",94.07271475
52,"married","white","college_grad","information","very_good","yes",139.7030715
70,"married","white","hs_grad","industrial","good","no",78.3924668
30,"married","white","advanced_degree","information","very_good","yes",141.7758565
44,"married","white","hs_grad","industrial","very_good","yes",116.2653241
34,"married","asian","college_grad","information","very_good","yes",148.4131591
38,"married","white","hs_grad","industrial","very_good","no",87.98103279
28,"separated","white","no_hs_grad","industrial","good","yes",90.48191336
38,"married","white","some_college","industrial","very_good","yes",141.7751723
39,"married","white","hs_grad","industrial","good","no",63.09271673
52,"never_married","white","college_grad","information","good","yes",65.11085372
34,"never_married","white","college_grad","industrial","very_good","yes",151.5914842
33,"married","white","college_grad","information","very_good","yes",123.0896998
45,"married","white","college_grad","industrial","good","yes",118.8843593
58,"married","white","hs_grad","industrial","good","no",79.85490031
38,"married","white","hs_grad","industrial","very_good","no",104.0049599
63,"married","white","college_grad","industrial","good","no",55.53610442
38,"married","white","advanced_degree","information","very_good","yes",99.6894637
31,"married","white","some_college","industrial","very_good","no",99.6894637
53,"married","white","college_grad","information","very_good","yes",193.4526069
21,"never_married","black","hs_grad","information","good","yes",102.8702469
38,"married","white","college_grad","information","very_good","yes",164.6469889
18,"never_married","white","no_hs_grad","industrial","good","yes",69.6190369
28,"never_married","white","some_college","industrial","very_good","yes",99.6894637
33,"never_married","white","college_grad","information","very_good","yes",114.4757133
32,"married","white","some_college","industrial","very_good","no",99.6894637
29,"never_married","white","hs_grad","information","very_good","yes",95.23071257
28,"married","white","no_hs_grad","industrial","good","yes",82.6796373
42,"married","white","advanced_degree","information","very_good","yes",116.9430813
28,"widowed","white","no_hs_grad","information","good","no",54.59815003
36,"married","white","advanced_degree","information","very_good","yes",138.2991269
47,"married","white","hs_grad","information","very_good","yes",130.9821774
53,"married","white","advanced_degree","information","very_good","yes",281.7459706
48,"married","white","advanced_degree","information","very_good","yes",163.515864
36,"married","white","advanced_degree","industrial","very_good","yes",179.214858
55,"married","white","some_college","information","very_good","yes",126.3238807
37,"married","white","no_hs_grad","industrial","good","no",70.47601965
68,"married","white","college_grad","information","good","yes",118.0197533
65,"married","other","hs_grad","industrial","very_good","no",71.31963879
37,"never_married","white","college_grad","information","very_good","no",114.4757133
33,"married","white","college_grad","information","very_good","yes",138.2991269
19,"never_married","white","hs_grad","information","very_good","no",54.59815003
50,"married","white","college_grad","information","very_good","yes",94.07271475
22,"never_married","white","some_college","industrial","good","no",80.43020795
40,"married","white","some_college","information","very_good","yes",89.24288466
45,"married","white","some_college","industrial","very_good","no",117.1468169
36,"married","white","advanced_degree","industrial","very_good","no",127.1157438
37,"married","asian","no_hs_grad","industrial","very_good","no",81.28325328
24,"never_married","white","hs_grad","industrial","good","no",52.40706405
66,"married","black","no_hs_grad","information","very_good","yes",99.6894637
35,"married","asian","no_hs_grad","industrial","good","no",63.188861
33,"never_married","white","college_grad","information","very_good","yes",196.1252726
44,"married","white","some_college","industrial","good","yes",101.8243521
48,"never_married","white","some_college","information","very_good","yes",107.9039239
47,"married","white","hs_grad","information","very_good","no",51.23965492
41,"married","white","some_college","industrial","very_good","yes",99.6894637
55,"married","white","college_grad","information","very_good","yes",63.188861
74,"divorced","black","advanced_degree","information","very_good","no",148.4131591
33,"never_married","white","college_grad","information","very_good","yes",99.6894637
62,"married","white","advanced_degree","information","good","yes",130.9821774
56,"divorced","white","hs_grad","industrial","good","yes",101.8243521
29,"never_married","white","advanced_degree","information","very_good","yes",99.6894637
56,"never_married","black","no_hs_grad","information","good","no",79.85490031
47,"married","black","advanced_degree","information","very_good","yes",160.6424754
45,"married","white","hs_grad","information","very_good","yes",134.7053751
44,"married","white","college_grad","information","very_good","yes",160.6424754
25,"never_married","white","college_grad","information","very_good","yes",91.69922611
45,"divorced","black","some_college","information","very_good","no",75.35567932
40,"married","white","college_grad","information","very_good","yes",136.1577108
56,"married","white","hs_grad","information","good","yes",134.7053751
56,"married","asian","some_college","information","very_good","yes",81.98531783
47,"married","asian","college_grad","industrial","very_good","yes",176.9896505
39,"married","white","hs_grad","industrial","very_good","yes",118.8860804
38,"married","white","some_college","information","very_good","yes",121.2627457
48,"married","white","hs_grad","industrial","very_good","no",94.07271475
44,"married","black","hs_grad","industrial","good","no",99.6894637
42,"married","white","advanced_degree","information","very_good","no",123.9085676
55,"married","white","hs_grad","industrial","very_good","yes",118.8843593
61,"never_married","white","advanced_degree","industrial","very_good","no",82.6796373
39,"married","white","hs_grad","industrial","good","yes",81.28325328
30,"married","black","some_college","industrial","very_good","no",104.9215065
49,"divorced","white","hs_grad","industrial","good","yes",99.6894637
33,"married","white","college_grad","information","very_good","yes",136.1577108
31,"married","white","no_hs_grad","industrial","good","no",81.28325328
35,"never_married","asian","hs_grad","industrial","very_good","yes",68.50868966
55,"married","white","hs_grad","industrial","very_good","yes",81.28325328
36,"married","white","hs_grad","industrial","very_good","yes",114.4757133
37,"married","white","hs_grad","industrial","very_good","no",118.0197533
33,"married","white","hs_grad","industrial","very_good","yes",99.6894637
48,"married","white","hs_grad","industrial","good","yes",118.8843593
47,"married","asian","some_college","industrial","very_good","yes",118.8843593
60,"married","white","some_college","information","good","yes",123.0896998
28,"never_married","white","college_grad","information","good","yes",109.8339856
28,"married","white","some_college","information","very_good","yes",102.8702469
48,"married","white","college_grad","information","very_good","yes",163.515864
29,"married","white","advanced_degree","information","very_good","no",117.1468169
40,"never_married","white","hs_grad","industrial","good","yes",92.30006143
32,"never_married","white","advanced_degree","information","very_good","yes",100.0134869
33,"divorced","white","hs_grad","information","very_good","no",55.06972842
40,"divorced","white","hs_grad","industrial","very_good","yes",101.8243521
42,"married","white","some_college","industrial","very_good","yes",148.4131591
36,"married","white","hs_grad","industrial","very_good","no",115.3750386
39,"married","black","no_hs_grad","industrial","good","no",73.77574327
44,"married","white","advanced_degree","information","very_good","yes",267.9010869
43,"married","white","hs_grad","industrial","very_good","no",129.4536446
44,"married","white","no_hs_grad","industrial","very_good","yes",96.37065283
29,"married","asian","advanced_degree","information","very_good","yes",87.98103279
49,"married","black","some_college","information","very_good","yes",104.9215065
47,"married","black","some_college","information","very_good","yes",130.9821774
46,"married","asian","advanced_degree","information","very_good","yes",190.5476786
41,"divorced","white","no_hs_grad","industrial","very_good","yes",118.0197533
52,"married","white","hs_grad","information","good","no",79.85490031
43,"divorced","white","hs_grad","information","very_good","yes",72.4793163
38,"married","white","advanced_degree","information","very_good","yes",148.4131591
42,"married","white","some_college","information","very_good","yes",74.4446382
56,"married","black","college_grad","industrial","very_good","no",118.8843593
39,"married","white","hs_grad","industrial","very_good","yes",128.6804882
29,"married","black","some_college","information","very_good","yes",87.98103279
33,"married","white","advanced_degree","information","very_good","yes",267.9010869
33,"married","white","hs_grad","industrial","very_good","no",104.9215065
41,"married","white","hs_grad","information","very_good","no",92.89584479
44,"never_married","black","no_hs_grad","information","good","yes",70.47601965
45,"married","white","advanced_degree","information","very_good","yes",200.5432623
58,"married","white","hs_grad","information","very_good","yes",102.8702469
29,"married","white","some_college","industrial","very_good","yes",102.8702469
42,"divorced","white","hs_grad","industrial","very_good","no",65.11085372
68,"married","white","hs_grad","industrial","very_good","yes",109.8339856
47,"married","white","advanced_degree","information","good","yes",127.1157438
30,"married","black","college_grad","information","very_good","no",94.07271475
39,"married","white","no_hs_grad","information","very_good","no",67.86252341
42,"married","white","college_grad","industrial","very_good","yes",125.5254984
49,"married","white","some_college","industrial","very_good","yes",165.2087738
36,"never_married","white","hs_grad","industrial","good","yes",81.28325328
44,"married","asian","hs_grad","information","good","yes",112.6488963
54,"married","white","hs_grad","information","very_good","yes",76.89360252
42,"married","white","hs_grad","industrial","good","yes",75.04315402
39,"married","white","college_grad","industrial","very_good","yes",128.6804882
30,"married","asian","hs_grad","information","very_good","no",59.09706408
33,"never_married","black","hs_grad","information","very_good","no",63.7733912
28,"married","white","hs_grad","information","very_good","yes",84.04595765
38,"married","white","hs_grad","industrial","very_good","yes",93.93718158
30,"married","other","some_college","industrial","very_good","yes",82.6796373
25,"never_married","white","advanced_degree","industrial","very_good","yes",118.8843593
52,"married","black","hs_grad","information","very_good","yes",81.28325328
26,"married","white","hs_grad","industrial","good","no",66.96164432
54,"married","white","college_grad","industrial","very_good","yes",166.3249412
62,"married","white","college_grad","information","very_good","no",99.6894637
57,"married","asian","advanced_degree","information","good","yes",141.7751723
32,"married","white","college_grad","industrial","very_good","yes",143.1349408
60,"married","white","hs_grad","industrial","very_good","yes",35.03342132
40,"married","white","college_grad","information","very_good","yes",109.8339856
49,"married","white","hs_grad","industrial","very_good","no",111.0144055
54,"married","white","college_grad","industrial","very_good","yes",132.4878211
48,"never_married","white","advanced_degree","information","very_good","yes",148.4131591
35,"never_married","white","no_hs_grad","industrial","very_good","yes",73.77574327
46,"divorced","white","hs_grad","information","good","yes",143.6997101
42,"married","white","hs_grad","industrial","very_good","yes",99.6894637
58,"married","white","college_grad","information","very_good","yes",272.2947832
30,"never_married","white","college_grad","information","very_good","yes",200.5432623
27,"never_married","white","hs_grad","industrial","very_good","yes",85.38658902
55,"married","white","no_hs_grad","industrial","very_good","yes",109.8339856
50,"married","white","hs_grad","industrial","very_good","no",61.05242105
55,"divorced","white","hs_grad","industrial","good","yes",118.8843593
40,"married","white","some_college","industrial","very_good","yes",145.8051634
32,"married","white","hs_grad","information","good","no",112.6488963
27,"married","white","hs_grad","industrial","good","yes",106.9218141
49,"married","white","some_college","information","very_good","yes",106.9218141
50,"married","white","college_grad","information","good","yes",127.1157438
50,"married","white","no_hs_grad","industrial","good","yes",87.98103279
44,"married","white","advanced_degree","information","very_good","yes",144.4780877
57,"married","asian","advanced_degree","information","good","yes",160.409702
72,"married","black","advanced_degree","industrial","good","no",87.98103279
23,"never_married","white","no_hs_grad","industrial","good","no",65.11085372
31,"never_married","white","advanced_degree","information","very_good","yes",176.9896505
36,"married","white","hs_grad","information","very_good","no",54.59815003
63,"married","black","some_college","industrial","very_good","yes",109.8339856
48,"married","white","no_hs_grad","industrial","good","no",81.69842172
46,"married","white","college_grad","industrial","very_good","no",114.4757133
55,"married","white","college_grad","industrial","very_good","yes",142.6344728
44,"married","white","advanced_degree","information","very_good","yes",160.6424754
44,"married","white","some_college","industrial","very_good","yes",94.07271475
32,"married","other","no_hs_grad","industrial","good","no",54.59815003
60,"married","white","no_hs_grad","industrial","very_good","yes",73.77574327
42,"married","white","advanced_degree","information","very_good","yes",160.6424754
48,"married","black","advanced_degree","information","very_good","yes",148.4131591
36,"married","white","no_hs_grad","industrial","very_good","no",87.98230643
31,"married","white","hs_grad","industrial","good","yes",101.8243521
54,"married","white","hs_grad","information","very_good","yes",111.7208494
29,"married","white","some_college","industrial","very_good","yes",106.9218141
46,"divorced","white","some_college","industrial","very_good","no",126.3238807
35,"divorced","white","hs_grad","industrial","very_good","no",109.8339856
50,"married","white","no_hs_grad","information","good","yes",92.89584479
25,"married","white","some_college","industrial","very_good","yes",54.59815003
33,"never_married","white","some_college","information","good","no",96.37065283
34,"married","white","hs_grad","industrial","very_good","yes",114.4757133
51,"married","black","hs_grad","industrial","good","yes",94.07271475
33,"married","white","hs_grad","industrial","very_good","yes",95.23071257
59,"married","white","some_college","information","very_good","yes",139.0034081
62,"separated","black","no_hs_grad","industrial","very_good","yes",81.28325328
28,"separated","white","hs_grad","industrial","very_good","yes",94.07271475
40,"married","white","some_college","information","good","yes",87.98103279
52,"married","white","advanced_degree","industrial","very_good","yes",138.2991269
29,"married","white","hs_grad","industrial","very_good","no",89.49247952
34,"married","white","no_hs_grad","industrial","very_good","yes",92.89584479
25,"never_married","white","hs_grad","industrial","very_good","no",54.59815003
66,"married","white","college_grad","industrial","very_good","yes",94.07271475
43,"married","white","hs_grad","information","good","yes",68.74808773
45,"married","black","hs_grad","information","very_good","no",92.89584479
35,"married","white","advanced_degree","information","very_good","yes",114.4757133
43,"married","white","hs_grad","information","very_good","yes",109.8339856
49,"married","white","college_grad","information","very_good","yes",109.8339856
60,"never_married","black","no_hs_grad","information","good","yes",77.04520085
46,"married","white","hs_grad","information","very_good","no",94.07271475
55,"married","white","hs_grad","industrial","very_good","yes",101.8243521
32,"married","white","some_college","industrial","very_good","yes",118.8843593
53,"married","white","hs_grad","industrial","very_good","no",133.2323508
57,"married","white","college_grad","information","very_good","yes",157.1035043
51,"married","white","advanced_degree","information","good","yes",281.7459706
59,"married","white","advanced_degree","information","very_good","yes",182.020621
45,"married","white","some_college","information","good","yes",119.0992348
56,"never_married","white","hs_grad","industrial","good","yes",71.68674367
30,"married","white","hs_grad","industrial","very_good","yes",85.38394038
21,"never_married","white","hs_grad","industrial","very_good","no",72.15045568
60,"married","white","college_grad","industrial","very_good","yes",138.2991269
60,"married","white","hs_grad","information","very_good","yes",101.8243521
48,"divorced","white","no_hs_grad","industrial","very_good","yes",109.8339856
39,"divorced","white","college_grad","information","very_good","no",87.98103279
32,"never_married","white","some_college","information","very_good","yes",115.3750386
51,"married","black","advanced_degree","information","very_good","yes",191.5736835
47,"married","white","college_grad","industrial","very_good","no",86.69515483
44,"married","white","hs_grad","information","good","yes",75.8522372
46,"married","white","hs_grad","industrial","very_good","yes",166.3249412
28,"never_married","white","college_grad","industrial","very_good","yes",56.90553914
24,"never_married","white","college_grad","information","very_good","no",99.6894637
37,"married","white","hs_grad","industrial","very_good","no",92.89584479
31,"married","white","hs_grad","industrial","very_good","yes",99.6894637
72,"married","white","hs_grad","information","good","yes",92.89584479
50,"married","white","some_college","industrial","good","yes",101.8243521
36,"married","white","some_college","industrial","very_good","yes",145.1436012
27,"never_married","black","hs_grad","industrial","very_good","yes",76.89360252
27,"married","white","some_college","industrial","very_good","yes",90.48191336
41,"married","white","college_grad","industrial","very_good","no",127.1157438
20,"never_married","white","some_college","information","very_good","no",82.6796373
49,"married","black","hs_grad","industrial","very_good","yes",99.6894637
25,"never_married","white","hs_grad","industrial","very_good","yes",64.15923257
41,"married","asian","no_hs_grad","industrial","good","yes",89.49247952
53,"never_married","white","hs_grad","industrial","good","yes",87.98103279
45,"married","white","college_grad","industrial","good","no",127.1157438
32,"married","white","no_hs_grad","industrial","very_good","no",66.96164432
47,"married","white","some_college","information","very_good","yes",148.4131591
26,"married","white","hs_grad","industrial","very_good","yes",123.0896998
31,"married","black","some_college","information","very_good","yes",133.2323508
32,"married","asian","advanced_degree","information","very_good","yes",118.8843593
50,"divorced","white","advanced_degree","information","very_good","yes",120.1661196
46,"married","white","hs_grad","industrial","very_good","yes",115.3750386
47,"married","white","advanced_degree","information","very_good","yes",112.6488963
55,"married","white","some_college","industrial","good","yes",118.8843593
49,"married","white","college_grad","industrial","very_good","yes",148.4131591
25,"married","white","hs_grad","industrial","very_good","yes",61.18752643
60,"married","white","hs_grad","information","very_good","no",95.68881191
62,"married","white","hs_grad","industrial","very_good","yes",89.24288466
63,"separated","black","hs_grad","information","very_good","yes",127.901233
31,"never_married","white","advanced_degree","information","very_good","yes",128.6804882
29,"married","white","college_grad","industrial","very_good","yes",109.8339856
51,"married","white","hs_grad","industrial","very_good","yes",114.4757133
28,"married","asian","hs_grad","industrial","very_good","no",76.12969964
36,"never_married","white","some_college","information","good","yes",123.0896998
28,"never_married","white","some_college","information","very_good","yes",99.6894637
38,"married","white","college_grad","information","very_good","yes",102.8702469
35,"married","white","some_college","industrial","very_good","yes",96.37065283
46,"divorced","white","some_college","industrial","very_good","yes",117.1468169
37,"married","white","some_college","information","very_good","no",90.48191336
