fb_id,medium,published,reactions,comments,share,like,love,excellent,funny,sad,angry,yes,no
12990578,photo,8/20/2012 2:12,31,16,0,31,0,0,0,0,0,1,0
12990579,photo,8/20/2012 1:59,14,0,0,14,0,0,0,0,0,1,0
12990580,photo,8/20/2012 1:54,5,18,0,5,0,0,0,0,0,1,0
12990581,photo,8/20/2012 1:20,21,3,0,21,0,0,0,0,0,1,0
12990582,photo,8/20/2012 1:19,15,0,0,15,0,0,0,0,0,0,1
12990583,photo,8/19/2012 23:27,23,4,0,23,0,0,0,0,0,0,1
12990584,photo,8/19/2012 23:26,16,0,0,16,0,0,0,0,0,0,1
12990585,photo,8/19/2012 10:22,22,12,2,22,0,0,0,0,0,0,1
12990586,photo,8/19/2012 9:38,15,11,0,15,0,0,0,0,0,0,1
12990587,photo,8/19/2012 8:39,23,32,0,23,0,0,0,0,0,0,1
12990588,photo,8/19/2012 5:56,27,7,0,27,0,0,0,0,0,1,0
12990589,photo,8/19/2012 4:45,20,2,0,20,0,0,0,0,0,1,0
12990590,photo,8/19/2012 4:44,18,12,0,18,0,0,0,0,0,1,0
12990591,photo,8/19/2012 2:05,30,6,0,30,0,0,0,0,0,1,0
12990592,photo,8/19/2012 0:31,16,3,0,16,0,0,0,0,0,1,0
12990593,photo,8/19/2012 0:30,14,13,0,14,0,0,0,0,0,1,0
12990594,photo,8/19/2012 0:16,18,0,0,18,0,0,0,0,0,1,0
12990595,photo,8/19/2012 0:15,26,11,0,26,0,0,0,0,0,0,1
12990596,photo,8/18/2012 23:39,19,4,0,19,0,0,0,0,0,0,1
12990597,photo,8/18/2012 23:38,14,2,0,14,0,0,0,0,0,0,1
12990598,photo,8/18/2012 23:26,20,5,0,20,0,0,0,0,0,0,1
12990599,photo,8/18/2012 11:29,20,3,0,20,0,0,0,0,0,0,1
12990600,photo,8/18/2012 11:07,15,0,0,15,0,0,0,0,0,0,1
12990601,photo,8/18/2012 9:10,15,12,0,15,0,0,0,0,0,1,0
12990602,photo,8/18/2012 9:05,13,1,0,13,0,0,0,0,0,1,0
12990603,photo,8/18/2012 5:34,21,5,0,21,0,0,0,0,0,1,0
12990604,photo,8/18/2012 5:26,31,6,0,31,0,0,0,0,0,1,0
12990605,photo,8/18/2012 5:09,26,11,0,26,0,0,0,0,0,1,0
12990606,photo,8/17/2012 10:58,27,9,6,27,0,0,0,0,0,1,0
12990607,photo,8/17/2012 10:47,21,11,0,21,0,0,0,0,0,0,1
12990608,photo,8/17/2012 8:38,21,22,1,21,0,0,0,0,0,0,1
12990609,photo,8/17/2012 8:28,24,9,0,24,0,0,0,0,0,0,1
12990610,photo,8/17/2012 8:22,17,25,2,17,0,0,0,0,0,0,1
12990611,photo,8/17/2012 8:19,18,5,0,18,0,0,0,0,0,0,1
12990612,photo,8/17/2012 8:07,13,4,0,13,0,0,0,0,0,0,1
12990613,photo,8/17/2012 8:00,14,7,0,14,0,0,0,0,0,1,0
12990614,photo,8/17/2012 2:42,25,17,0,25,0,0,0,0,0,1,0
12990615,photo,8/16/2012 9:29,10,21,0,10,0,0,0,0,0,1,0
12990616,photo,8/16/2012 9:17,12,5,0,12,0,0,0,0,0,1,0
12990617,photo,8/15/2012 9:12,26,21,0,26,0,0,0,0,0,1,0
12990618,photo,8/15/2012 8:50,24,11,0,24,0,0,0,0,0,1,0
12990619,photo,8/15/2012 8:46,16,2,0,16,0,0,0,0,0,1,0
12990620,photo,8/15/2012 2:50,25,4,0,25,0,0,0,0,0,0,1
12990621,photo,8/15/2012 2:22,18,1,0,18,0,0,0,0,0,0,1
12990622,photo,8/15/2012 2:22,17,5,0,17,0,0,0,0,0,0,1
12990623,photo,8/15/2012 1:55,24,15,0,24,0,0,0,0,0,0,1
12990624,photo,8/14/2012 12:41,13,2,0,13,0,0,0,0,0,0,1
12990625,photo,8/14/2012 9:49,20,18,0,20,0,0,0,0,0,0,1
12990626,photo,8/14/2012 9:46,21,6,1,21,0,0,0,0,0,1,0
12990627,photo,8/14/2012 9:44,21,8,0,21,0,0,0,0,0,1,0
12990628,photo,8/14/2012 9:35,13,8,0,13,0,0,0,0,0,1,0
12990629,photo,8/14/2012 9:26,16,3,0,16,0,0,0,0,0,1,0
12990630,photo,8/14/2012 9:17,14,5,0,14,0,0,0,0,0,1,0
12990631,photo,8/14/2012 8:39,16,1,0,16,0,0,0,0,0,1,0
12990632,photo,8/14/2012 8:18,19,10,0,19,0,0,0,0,0,0,1
12990633,photo,8/14/2012 4:09,18,4,0,18,0,0,0,0,0,0,1
12990634,photo,8/14/2012 1:12,20,5,0,20,0,0,0,0,0,0,1
12990635,photo,8/14/2012 0:47,19,9,0,19,0,0,0,0,0,0,1
12990636,photo,8/13/2012 9:34,19,3,0,19,0,0,0,0,0,0,1
12990637,photo,8/13/2012 8:20,9,6,0,9,0,0,0,0,0,0,1
12990638,photo,8/13/2012 4:02,21,17,0,21,0,0,0,0,0,1,0
12990639,photo,8/13/2012 2:08,29,5,3,29,0,0,0,0,0,1,0
12990640,photo,8/13/2012 1:20,14,0,0,14,0,0,0,0,0,1,0
12990641,photo,08/12/2012,20,18,0,20,0,0,0,0,0,1,0
12990642,photo,08/12/2012,27,18,0,27,0,0,0,0,0,1,0
12990643,photo,08/12/2012,21,5,0,21,0,0,0,0,0,1,0
12990644,photo,08/12/2012,12,0,0,12,0,0,0,0,0,1,0
12990645,photo,08/12/2012,23,5,0,23,0,0,0,0,0,0,1
12990646,photo,08/12/2012,22,3,0,22,0,0,0,0,0,0,1
12990647,photo,08/11/2012,29,7,0,29,0,0,0,0,0,0,1
12990648,photo,08/11/2012,26,13,1,26,0,0,0,0,0,0,1
12990649,photo,08/11/2012,23,11,0,23,0,0,0,0,0,0,1
12990650,photo,08/11/2012,16,16,0,16,0,0,0,0,0,0,1
12990651,photo,08/11/2012,22,4,1,22,0,0,0,0,0,1,0
12990652,photo,08/11/2012,18,4,0,18,0,0,0,0,0,1,0
12990653,photo,08/11/2012,39,12,0,39,0,0,0,0,0,1,0
12990654,photo,08/11/2012,25,19,0,25,0,0,0,0,0,1,0
12990655,photo,08/11/2012,15,9,0,15,0,0,0,0,0,1,0
12990656,photo,08/10/2012,20,3,0,20,0,0,0,0,0,1,0
12990657,photo,08/10/2012,24,2,0,24,0,0,0,0,0,0,1
12990658,photo,08/10/2012,30,4,0,30,0,0,0,0,0,0,1
12990659,photo,08/10/2012,18,8,0,18,0,0,0,0,0,0,1
12990660,photo,08/10/2012,22,5,0,22,0,0,0,0,0,0,1
12990661,photo,08/10/2012,18,7,0,18,0,0,0,0,0,0,1
12990662,photo,08/10/2012,22,37,0,22,0,0,0,0,0,0,1
12990663,photo,08/10/2012,17,12,0,17,0,0,0,0,0,1,0
12990664,photo,08/09/2012,19,0,0,19,0,0,0,0,0,1,0
12990665,photo,08/09/2012,15,7,1,15,0,0,0,0,0,1,0
12990666,photo,08/09/2012,36,16,0,36,0,0,0,0,0,1,0
12990667,photo,08/09/2012,18,9,0,18,0,0,0,0,0,1,0
12990668,photo,08/09/2012,9,7,0,9,0,0,0,0,0,1,0
12990669,photo,08/08/2012,25,13,0,25,0,0,0,0,0,1,0
12990670,photo,08/08/2012,22,11,0,22,0,0,0,0,0,0,1
12990671,photo,08/08/2012,17,13,0,17,0,0,0,0,0,0,1
12990672,photo,08/07/2012,10,9,0,10,0,0,0,0,0,0,1
12990673,photo,08/07/2012,13,1,1,13,0,0,0,0,0,0,1
12990674,photo,08/06/2012,33,47,0,33,0,0,0,0,0,0,1
12990675,photo,08/06/2012,14,13,0,14,0,0,0,0,0,0,1
12990676,photo,08/05/2012,10,6,0,10,0,0,0,0,0,1,0
12990677,photo,08/05/2012,14,0,0,14,0,0,0,0,0,1,0
12990678,photo,08/05/2012,15,0,0,15,0,0,0,0,0,1,0
12990679,photo,08/05/2012,18,1,0,18,0,0,0,0,0,1,0
12990680,photo,08/05/2012,14,2,0,14,0,0,0,0,0,1,0
12990681,photo,08/05/2012,32,7,1,32,0,0,0,0,0,1,0
12990682,photo,08/05/2012,14,1,0,14,0,0,0,0,0,0,1
12990683,photo,08/04/2012,13,10,0,13,0,0,0,0,0,0,1
12990684,photo,08/04/2012,12,4,0,12,0,0,0,0,0,0,1
12990685,photo,08/04/2012,15,15,0,15,0,0,0,0,0,0,1
12990686,photo,08/04/2012,14,0,0,14,0,0,0,0,0,0,1
12990687,photo,08/03/2012,23,4,0,23,0,0,0,0,0,0,1
12990688,photo,08/02/2012,18,0,0,18,0,0,0,0,0,1,0
12990689,photo,08/01/2012,21,1,0,21,0,0,0,0,0,1,0
12990690,photo,08/01/2012,15,2,0,15,0,0,0,0,0,1,0
12990691,photo,08/01/2012,13,3,0,13,0,0,0,0,0,1,0
12990692,photo,7/31/2012 10:12,13,0,0,13,0,0,0,0,0,1,0
12990693,photo,7/30/2012 6:47,18,3,0,18,0,0,0,0,0,1,0
12990694,photo,7/29/2012 23:53,18,5,0,18,0,0,0,0,0,1,0
12990695,photo,7/29/2012 8:20,12,0,0,12,0,0,0,0,0,0,1
12990696,photo,7/29/2012 1:57,12,0,0,12,0,0,0,0,0,0,1
12990697,photo,7/28/2012 7:32,19,1,0,19,0,0,0,0,0,0,1
12990698,photo,7/28/2012 4:37,29,9,0,29,0,0,0,0,0,0,1
12990699,photo,7/28/2012 2:42,12,1,0,12,0,0,0,0,0,0,1
12990700,photo,7/27/2012 5:58,13,2,0,13,0,0,0,0,0,0,1
12990701,photo,7/27/2012 0:15,12,0,1,12,0,0,0,0,0,1,0
12990702,photo,7/27/2012 0:04,19,3,0,19,0,0,0,0,0,1,0
12990703,photo,7/26/2012 23:41,22,8,0,22,0,0,0,0,0,1,0
12990704,photo,7/26/2012 23:25,38,6,1,38,0,0,0,0,0,1,0
12990705,photo,7/26/2012 10:28,17,7,0,17,0,0,0,0,0,1,0
12990706,photo,7/26/2012 9:24,37,7,2,37,0,0,0,0,0,1,0
12990707,photo,7/26/2012 3:41,28,7,0,28,0,0,0,0,0,0,1
12990708,photo,7/25/2012 23:28,22,5,1,22,0,0,0,0,0,0,1
12990709,photo,7/25/2012 23:26,28,2,0,28,0,0,0,0,0,0,1
12990710,photo,7/25/2012 7:53,19,30,0,19,0,0,0,0,0,0,1
12990711,photo,7/25/2012 7:51,33,12,0,33,0,0,0,0,0,0,1
12990712,photo,7/25/2012 5:02,18,3,0,18,0,0,0,0,0,0,1
12990713,photo,7/25/2012 3:32,16,7,0,16,0,0,0,0,0,1,0
12990714,photo,7/24/2012 23:57,32,4,0,32,0,0,0,0,0,1,0
12990715,photo,7/24/2012 23:56,30,7,0,30,0,0,0,0,0,1,0
12990716,photo,7/24/2012 10:35,20,5,0,20,0,0,0,0,0,1,0
12990717,photo,7/24/2012 10:35,16,2,0,16,0,0,0,0,0,1,0
12990718,photo,7/24/2012 8:49,36,18,1,36,0,0,0,0,0,1,0
12990719,photo,7/24/2012 1:32,30,4,1,30,0,0,0,0,0,1,0
12990720,photo,7/24/2012 0:03,22,2,0,22,0,0,0,0,0,0,1
12990721,photo,7/23/2012 1:39,34,14,0,34,0,0,0,0,0,0,1
12990722,photo,7/22/2012 22:43,19,3,0,19,0,0,0,0,0,0,1
12990723,photo,7/22/2012 9:21,15,5,0,15,0,0,0,0,0,0,1
12990724,photo,7/22/2012 4:30,12,1,0,12,0,0,0,0,0,0,1
12990725,photo,7/22/2012 1:26,23,32,0,23,0,0,0,0,0,0,1
12990726,photo,7/21/2012 22:31,13,2,0,13,0,0,0,0,0,1,0
12990727,photo,7/21/2012 7:49,17,4,0,17,0,0,0,0,0,1,0
12990728,photo,7/20/2012 8:43,30,33,0,30,0,0,0,0,0,1,0
12990729,photo,7/20/2012 8:02,32,1,0,32,0,0,0,0,0,1,0
12990730,photo,7/20/2012 6:51,12,4,0,12,0,0,0,0,0,1,0
12990731,photo,7/19/2012 23:52,32,24,0,32,0,0,0,0,0,1,0
12990732,photo,7/19/2012 23:20,23,6,0,23,0,0,0,0,0,0,1
12990733,photo,7/19/2012 6:54,34,2,0,34,0,0,0,0,0,0,1
12990734,photo,7/19/2012 5:49,62,19,0,62,0,0,0,0,0,0,1
12990735,photo,7/18/2012 23:57,18,20,0,18,0,0,0,0,0,0,1
12990736,photo,7/18/2012 23:46,10,2,0,10,0,0,0,0,0,0,1
12990737,photo,7/18/2012 23:31,16,0,0,16,0,0,0,0,0,0,1
12990738,photo,7/18/2012 9:31,23,5,0,23,0,0,0,0,0,1,0
12990739,photo,7/18/2012 9:24,14,0,0,14,0,0,0,0,0,1,0
12990740,photo,7/18/2012 9:21,20,7,0,20,0,0,0,0,0,1,0
12990741,photo,7/18/2012 9:17,25,8,0,25,0,0,0,0,0,1,0
12990742,photo,7/18/2012 5:04,19,7,0,19,0,0,0,0,0,1,0
12990743,photo,7/18/2012 4:12,17,2,0,17,0,0,0,0,0,1,0
12990744,photo,7/18/2012 0:27,15,13,0,15,0,0,0,0,0,1,0
12990745,photo,7/18/2012 0:17,25,9,0,25,0,0,0,0,0,0,1
12990746,photo,7/17/2012 23:20,18,2,0,18,0,0,0,0,0,0,1
12990747,photo,7/17/2012 7:49,13,3,0,13,0,0,0,0,0,0,1
12990748,photo,7/17/2012 4:14,19,2,0,19,0,0,0,0,0,0,1
12990749,photo,7/16/2012 23:25,29,10,2,29,0,0,0,0,0,0,1
12990750,photo,7/16/2012 22:03,13,3,0,13,0,0,0,0,0,0,1
12990751,photo,7/16/2012 9:38,25,0,0,25,0,0,0,0,0,1,0
12990752,photo,7/16/2012 9:05,21,0,0,21,0,0,0,0,0,1,0
12990753,photo,7/16/2012 8:46,48,17,2,48,0,0,0,0,0,1,0
12990754,photo,7/16/2012 8:33,22,0,0,22,0,0,0,0,0,1,0
12990755,photo,7/16/2012 8:20,20,1,0,20,0,0,0,0,0,1,0
12990756,photo,7/16/2012 8:01,14,14,0,14,0,0,0,0,0,1,0
12990757,photo,7/16/2012 1:50,31,17,0,31,0,0,0,0,0,0,1
12990758,photo,7/15/2012 23:49,12,3,0,12,0,0,0,0,0,0,1
12990759,photo,7/15/2012 8:54,24,39,0,24,0,0,0,0,0,0,1
12990760,photo,7/15/2012 6:37,10,5,0,10,0,0,0,0,0,0,1
12990761,photo,7/15/2012 6:36,21,3,0,21,0,0,0,0,0,0,1
12990762,photo,7/15/2012 6:35,18,0,0,18,0,0,0,0,0,0,1
12990763,photo,7/15/2012 5:26,14,1,0,14,0,0,0,0,0,1,0
12990764,photo,7/15/2012 5:07,15,11,0,15,0,0,0,0,0,1,0
12990765,photo,7/15/2012 4:09,13,4,0,13,0,0,0,0,0,1,0
12990766,photo,7/15/2012 4:04,12,4,0,12,0,0,0,0,0,1,0
12990767,photo,7/15/2012 4:00,13,2,0,13,0,0,0,0,0,1,0
12990768,photo,7/15/2012 3:54,19,17,3,19,0,0,0,0,0,1,0
12990769,photo,7/15/2012 3:42,12,3,0,12,0,0,0,0,0,1,0
12990770,photo,7/15/2012 3:32,14,1,0,14,0,0,0,0,0,0,1
12990771,photo,7/15/2012 2:58,14,7,0,14,0,0,0,0,0,0,1
12990772,photo,7/15/2012 2:51,15,3,0,15,0,0,0,0,0,0,1
12990773,photo,06/12/2018,5,0,0,5,0,0,0,0,0,0,1
12990774,photo,06/12/2018,20,1,0,19,1,0,0,0,0,0,1
12990775,video,06/12/2018,227,1222,226,182,41,2,1,1,0,0,1
12990776,photo,06/11/2018,57,1,0,56,1,0,0,0,0,1,0
12990777,photo,06/11/2018,8,0,0,8,0,0,0,0,0,1,0
12990778,photo,06/11/2018,94,1,1,91,1,2,0,0,0,1,0
12990779,photo,06/11/2018,72,1,1,72,0,0,0,0,0,1,0
12990780,photo,06/10/2018,12,0,0,12,0,0,0,0,0,1,0
12990781,video,06/10/2018,209,553,152,177,30,0,0,1,1,1,0
12990782,photo,06/09/2018,5,0,0,5,0,0,0,0,0,0,1
12990783,photo,06/09/2018,576,25,7,560,13,3,0,0,0,0,1
12990784,photo,06/09/2018,42,0,1,42,0,0,0,0,0,0,1
12990785,photo,06/09/2018,30,0,1,30,0,0,0,0,0,0,1
12990786,photo,06/09/2018,32,1,0,32,0,0,0,0,0,0,1
12990787,photo,06/09/2018,27,0,1,27,0,0,0,0,0,0,1
12990788,photo,06/09/2018,3,0,0,3,0,0,0,0,0,1,0
12990789,photo,06/09/2018,14,0,0,14,0,0,0,0,0,1,0
12990790,video,06/09/2018,56,0,6,54,2,0,0,0,0,1,0
12990791,video,06/09/2018,210,816,246,152,55,0,3,0,0,1,0
12990792,status,06/08/2018,89,8,0,89,0,0,0,0,0,1,0
12990793,photo,06/08/2018,4,0,0,4,0,0,0,0,0,1,0
12990794,status,06/08/2018,76,1,1,75,1,0,0,0,0,1,0
12990795,photo,06/08/2018,127,0,10,119,4,4,0,0,0,0,1
12990796,photo,06/08/2018,12,1,0,12,0,0,0,0,0,0,1
12990797,video,06/07/2018,191,612,201,149,41,0,0,1,0,0,1
12990798,video,06/07/2018,209,457,155,169,39,0,0,0,1,0,1
12990799,photo,06/07/2018,9,0,0,9,0,0,0,0,0,0,1
12990800,photo,06/07/2018,41,0,2,40,1,0,0,0,0,0,1
12990801,photo,06/07/2018,19,0,0,19,0,0,0,0,0,1,0
12990802,photo,06/07/2018,227,18,2,213,6,7,1,0,0,1,0
12990803,photo,06/06/2018,8,2,0,8,0,0,0,0,0,1,0
12990804,photo,06/06/2018,91,0,1,89,2,0,0,0,0,1,0
12990805,photo,06/05/2018,5,4,0,5,0,0,0,0,0,1,0
12990806,photo,06/05/2018,17,0,0,17,0,0,0,0,0,1,0
12990807,video,06/05/2018,197,540,261,170,27,0,0,0,0,0,1
12990808,photo,06/05/2018,354,10,2,342,8,4,0,0,0,0,1
12990809,photo,06/05/2018,44,1,1,44,0,0,0,0,0,0,1
12990810,photo,06/05/2018,21,2,0,21,0,0,0,0,0,0,1
12990811,photo,06/04/2018,54,2,0,54,0,0,0,0,0,0,1
12990812,photo,06/04/2018,10,0,1,10,0,0,0,0,0,0,1
12990813,photo,06/04/2018,14,0,0,13,0,1,0,0,0,1,0
12990814,video,06/04/2018,236,785,145,193,40,2,1,0,0,1,0
12990815,photo,06/03/2018,464,51,4,453,9,2,0,0,0,1,0
12990816,photo,06/03/2018,78,0,1,77,1,0,0,0,0,1,0
12990817,photo,06/03/2018,15,0,0,15,0,0,0,0,0,1,0
12990818,photo,06/02/2018,2,0,0,2,0,0,0,0,0,1,0
12990819,photo,06/02/2018,91,4,3,90,1,0,0,0,0,1,0
12990820,photo,06/02/2018,56,0,1,55,1,0,0,0,0,0,1
12990821,photo,06/02/2018,15,0,5,15,0,0,0,0,0,0,1
12990822,photo,06/02/2018,46,2,2,44,1,1,0,0,0,0,1
12990823,photo,06/02/2018,19,0,0,19,0,0,0,0,0,0,1
12990824,status,06/01/2018,113,11,1,113,0,0,0,0,0,0,1
12990825,photo,06/01/2018,5,0,0,5,0,0,0,0,0,0,1
12990826,photo,06/01/2018,332,21,6,319,7,6,0,0,0,1,0
12990827,photo,06/01/2018,12,1,0,12,0,0,0,0,0,1,0
12990828,photo,5/31/2018 12:17,11,0,0,10,0,1,0,0,0,1,0
12990829,photo,5/31/2018 8:37,56,4,2,55,1,0,0,0,0,1,0
12990830,photo,5/31/2018 3:12,72,13,1,69,3,0,0,0,0,1,0
12990831,photo,5/30/2018 8:46,10,0,0,10,0,0,0,0,0,1,0
12990832,photo,5/30/2018 8:24,56,3,12,54,2,0,0,0,0,0,1
12990833,photo,5/30/2018 5:09,45,0,3,44,1,0,0,0,0,0,1
12990834,photo,5/30/2018 4:18,37,0,2,35,1,1,0,0,0,0,1
12990835,photo,5/30/2018 0:59,71,10,49,68,1,2,0,0,0,0,1
12990836,photo,5/29/2018 12:32,51,0,2,49,2,0,0,0,0,0,1
12990837,photo,5/29/2018 7:54,76,3,15,74,1,1,0,0,0,0,1
12990838,photo,5/29/2018 0:36,69,11,69,65,2,1,0,1,0,1,0
12990839,photo,5/28/2018 23:12,58,5,70,57,1,0,0,0,0,1,0
12990840,photo,5/28/2018 23:03,29,1,1,27,2,0,0,0,0,1,0
12990841,photo,5/28/2018 22:04,48,3,54,47,1,0,0,0,0,1,0
12990842,photo,5/28/2018 19:19,9,1,0,7,1,1,0,0,0,1,0
12990843,photo,5/28/2018 5:11,69,0,0,68,1,0,0,0,0,1,0
12990844,photo,5/28/2018 0:04,19,0,0,19,0,0,0,0,0,1,0
12990845,photo,5/27/2018 9:22,34,0,0,32,2,0,0,0,0,0,1
12990846,photo,5/27/2018 9:21,29,1,0,28,1,0,0,0,0,0,1
12990847,photo,5/27/2018 0:28,16,3,1,16,0,0,0,0,0,0,1
12990848,photo,5/26/2018 10:21,6,0,0,6,0,0,0,0,0,0,1
12990849,photo,5/26/2018 0:22,13,1,0,12,1,0,0,0,0,0,1
12990850,photo,5/25/2018 12:50,9,0,0,9,0,0,0,0,0,0,1
12990851,photo,5/25/2018 8:44,82,0,1,78,3,1,0,0,0,1,0
12990852,photo,5/24/2018 22:33,5,0,0,5,0,0,0,0,0,1,0
12990853,photo,5/24/2018 22:28,5,0,0,5,0,0,0,0,0,1,0
12990854,video,5/24/2018 21:21,219,694,173,179,39,0,1,0,0,1,0
12990855,video,5/23/2018 21:48,387,3221,242,299,83,2,2,1,0,1,0
12990856,photo,5/23/2018 11:50,8,0,0,8,0,0,0,0,0,1,0
12990857,photo,5/23/2018 8:44,68,0,1,64,3,0,1,0,0,0,1
12990858,photo,5/23/2018 8:37,53,0,1,52,1,0,0,0,0,0,1
12990859,photo,5/23/2018 8:33,23,0,1,21,1,1,0,0,0,0,1
12990860,photo,5/23/2018 0:16,15,0,0,15,0,0,0,0,0,0,1
12990861,video,5/22/2018 22:02,280,1060,223,232,48,0,0,0,0,0,1
12990862,photo,5/22/2018 21:31,8,0,0,7,1,0,0,0,0,0,1
12990863,photo,5/22/2018 0:35,23,0,1,23,0,0,0,0,0,1,0
12990864,photo,5/21/2018 12:45,16,0,0,16,0,0,0,0,0,1,0
12990865,photo,5/21/2018 8:24,243,7,3,240,2,1,0,0,0,1,0
12990866,photo,5/21/2018 1:36,84,3,2,83,1,0,0,0,0,1,0
12990867,photo,5/21/2018 0:17,15,0,0,15,0,0,0,0,0,1,0
12990868,video,5/20/2018 22:12,303,904,177,237,63,1,2,0,0,1,0
12990869,photo,5/20/2018 6:45,114,0,3,113,1,0,0,0,0,1,0
12990870,photo,5/20/2018 5:13,174,66,1,173,1,0,0,0,0,0,1
12990871,photo,5/19/2018 9:32,10,0,0,10,0,0,0,0,0,0,1
12990872,status,5/19/2018 6:25,87,56,0,87,0,0,0,0,0,0,1
12990873,photo,5/19/2018 0:27,81,4,2,79,2,0,0,0,0,0,1
12990874,photo,5/18/2018 21:53,18,1,0,18,0,0,0,0,0,0,1
12990875,photo,5/18/2018 3:23,62,1,1,61,1,0,0,0,0,0,1
12990876,photo,5/18/2018 3:12,318,2,4,316,2,0,0,0,0,1,0
12990877,photo,5/18/2018 3:04,43,1,2,41,2,0,0,0,0,1,0
12990878,photo,5/18/2018 2:27,80,2,1,79,1,0,0,0,0,1,0
12990879,photo,5/17/2018 8:43,19,0,0,19,0,0,0,0,0,1,0
12990880,photo,5/17/2018 2:35,133,9,2,130,3,0,0,0,0,1,0
12990881,photo,5/16/2018 23:12,24,1,0,24,0,0,0,0,0,1,0
12990882,video,5/16/2018 21:02,328,1094,235,274,51,1,2,0,0,0,1
12990883,photo,5/16/2018 12:44,8,0,0,8,0,0,0,0,0,0,1
12990884,video,5/15/2018 22:50,488,2428,273,392,94,0,1,1,0,0,1
12990885,photo,5/15/2018 8:29,50,0,1,49,1,0,0,0,0,0,1
12990886,photo,5/15/2018 8:16,6,0,2,6,0,0,0,0,0,0,1
12990887,photo,5/15/2018 0:53,19,2,1,19,0,0,0,0,0,0,1
12990888,photo,5/14/2018 10:15,12,0,0,12,0,0,0,0,0,1,0
12990889,photo,5/14/2018 3:25,58,1,0,58,0,0,0,0,0,1,0
12990890,photo,5/14/2018 0:46,20,0,1,20,0,0,0,0,0,1,0
12990891,photo,5/13/2018 10:23,90,0,1,89,1,0,0,0,0,1,0
12990892,photo,5/13/2018 8:02,7,0,0,7,0,0,0,0,0,1,0
12990893,photo,5/13/2018 2:58,20,0,0,20,0,0,0,0,0,1,0
12990894,photo,05/12/2018,9,0,0,9,0,0,0,0,0,1,0
12990895,photo,05/12/2018,72,0,0,72,0,0,0,0,0,0,1
12990896,photo,05/12/2018,8,1,0,8,0,0,0,0,0,0,1
12990897,photo,05/12/2018,2,0,0,2,0,0,0,0,0,0,1
12990898,photo,05/12/2018,17,3,0,17,0,0,0,0,0,0,1
12990899,video,05/11/2018,185,996,232,111,74,0,0,0,0,0,1
12990900,photo,05/11/2018,7,1,0,7,0,0,0,0,0,0,1
12990901,photo,05/11/2018,73,1,0,71,2,0,0,0,0,1,0
12990902,photo,05/11/2018,70,0,0,68,2,0,0,0,0,1,0
12990903,photo,05/11/2018,68,2,0,66,1,1,0,0,0,1,0
12990904,photo,05/11/2018,17,2,0,17,0,0,0,0,0,1,0
12990905,photo,05/10/2018,11,0,0,11,0,0,0,0,0,1,0
12990906,photo,05/10/2018,8,0,0,8,0,0,0,0,0,1,0
12990907,photo,05/10/2018,8,0,0,8,0,0,0,0,0,0,1
12990908,photo,05/10/2018,71,2,1,70,1,0,0,0,0,0,1
12990909,photo,05/10/2018,3,1,0,2,0,0,0,1,0,0,1
12990910,status,05/09/2018,61,1,0,61,0,0,0,0,0,0,1
12990911,photo,05/09/2018,151,9,1,142,6,3,0,0,0,0,1
12990912,photo,05/08/2018,6,0,0,6,0,0,0,0,0,0,1
12990913,photo,05/08/2018,139,0,1,139,0,0,0,0,0,1,0
12990914,photo,05/08/2018,43,1,0,40,3,0,0,0,0,1,0
12990915,photo,05/08/2018,8,0,0,8,0,0,0,0,0,1,0
12990916,photo,05/08/2018,51,0,3,51,0,0,0,0,0,1,0
12990917,photo,05/08/2018,89,4,1,86,3,0,0,0,0,1,0
12990918,photo,05/08/2018,7,2,0,7,0,0,0,0,0,1,0
12990919,photo,05/08/2018,7,0,0,7,0,0,0,0,0,1,0
12990920,video,05/08/2018,242,715,242,193,49,0,0,0,0,0,1
12990921,photo,05/07/2018,7,3,0,7,0,0,0,0,0,0,1
12990922,photo,05/07/2018,156,6,2,150,1,5,0,0,0,0,1
12990923,photo,05/07/2018,19,0,0,19,0,0,0,0,0,0,1
12990924,photo,05/06/2018,511,19,36,501,9,1,0,0,0,0,1
12990925,photo,05/06/2018,3,0,0,3,0,0,0,0,0,0,1
12990926,status,05/06/2018,90,5,0,89,1,0,0,0,0,1,0
12990927,photo,05/05/2018,140,0,0,138,2,0,0,0,0,1,0
12990928,photo,05/05/2018,138,3,7,138,0,0,0,0,0,1,0
12990929,photo,05/05/2018,2,0,0,2,0,0,0,0,0,1,0
12990930,photo,05/05/2018,9,0,0,9,0,0,0,0,0,1,0
12990931,photo,05/05/2018,74,2,0,74,0,0,0,0,0,1,0
12990932,photo,05/05/2018,3,0,0,3,0,0,0,0,0,0,1
12990933,photo,05/05/2018,18,0,1,18,0,0,0,0,0,0,1
12990934,video,05/04/2018,339,1019,168,262,72,1,2,1,1,0,1
12990935,photo,05/04/2018,6,0,0,6,0,0,0,0,0,0,1
12990936,photo,05/04/2018,9,1,0,9,0,0,0,0,0,0,1
12990937,photo,05/04/2018,10,0,0,10,0,0,0,0,0,0,1
12990938,video,05/03/2018,353,891,168,281,67,1,3,1,0,1,0
12990939,photo,05/03/2018,5,0,0,5,0,0,0,0,0,1,0
12990940,photo,05/03/2018,84,6,1,82,2,0,0,0,0,1,0
12990941,photo,05/03/2018,70,5,1,69,0,1,0,0,0,1,0
