"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"710","24","Never Married","1","Some College","Information","No",67,59.09706408,24
"711","44","Married","1","College Grad","Industrial","Yes",68,123.9085676,44
"712","33","Married","2","College Grad","Information","No",70,109.8339856,33
"713","25","Never Married","1","HS Grad","Industrial","Yes",74,94.07271475,25
"714","40","Married","1","HS Grad","Industrial","No",70,117.1468169,40
"715","48","Never Married","3","HS Grad","Industrial","No",74,65.11085372,48
"716","56","Married","1","HS Grad","Industrial","No",65,97.49329405,56
"717","25","Never Married","1","College Grad","Industrial","No",71,118.0197533,25
"718","44","Married","1","College Grad","Industrial","Yes",69,141.7751723,44
"719","27","Never Married","1","Some College","Information","Yes",71,116.1766952,27
"720","58","Married","1","< HS Grad","Industrial","Yes",70,75.35567932,58
"721","52","Divorced","2","College Grad","Information","Yes",70,95.23071257,52
"722","60","Never Married","1","Advanced Degree","Industrial","Yes",67,111.7208494,60
"723","39","Married","1","Some College","Information","Yes",65,103.9024706,39
"724","51","Married","1","College Grad","Industrial","Yes",73,147.1166892,51
"725","31","Never Married","1","Some College","Information","Yes",71,87.98103279,31
"726","45","Widowed","1","HS Grad","Industrial","No",71,118.8843593,45
"727","43","Never Married","1","College Grad","Information","Yes",68,100.7642728,43
"728","45","Married","1","College Grad","Industrial","Yes",67,120.5894365,45
"729","40","Married","1","Some College","Information","Yes",67,193.8668781,40
"730","46","Married","1","HS Grad","Industrial","Yes",69,118.8843593,46
"731","51","Married","1","Advanced Degree","Information","Yes",70,267.9010869,51
"732","47","Divorced","1","College Grad","Information","Yes",71,174.402876,47
"733","52","Married","1","Advanced Degree","Information","Yes",68,133.9715001,52
"734","31","Divorced","1","HS Grad","Information","Yes",70,154.685293,31
"735","40","Married","2","College Grad","Information","Yes",71,154.685293,40
"736","26","Never Married","1","College Grad","Information","Yes",70,118.8843593,26
"737","49","Married","1","HS Grad","Industrial","No",69,95.23071257,49
"738","38","Divorced","1","Some College","Industrial","No",70,109.8339856,38
"739","50","Married","4","< HS Grad","Information","No",71,111.7208494,50
"740","63","Married","1","Some College","Industrial","Yes",67,134.7053751,63
"741","35","Married","1","< HS Grad","Industrial","No",66,85.90104432,35
"742","29","Never Married","1","HS Grad","Information","No",73,118.8843593,29
"743","33","Married","1","HS Grad","Industrial","Yes",67,87.98103279,33
"744","29","Married","1","HS Grad","Industrial","No",72,92.89584479,29
"745","62","Divorced","1","College Grad","Information","Yes",68,109.8339856,62
"746","45","Married","1","Advanced Degree","Information","Yes",67,124.7204462,45
"747","56","Married","1","< HS Grad","Industrial","Yes",71,127.901233,56
"748","58","Married","1","< HS Grad","Industrial","No",66,97.49329405,58
"749","39","Married","1","Advanced Degree","Industrial","Yes",70,198.3502905,39
"750","49","Married","1","Some College","Industrial","Yes",71,92.89584479,49
"751","24","Never Married","1","College Grad","Information","No",69,94.07271475,24
"752","61","Divorced","1","HS Grad","Industrial","Yes",68,148.4131591,61
"753","58","Married","1","College Grad","Industrial","Yes",76,79.85490031,58
"754","47","Married","3","Some College","Information","No",72,118.8843593,47
"755","41","Separated","1","College Grad","Information","Yes",70,87.98103279,41
"756","71","Married","1","< HS Grad","Information","Yes",71,94.07271475,71
"757","47","Married","1","Some College","Industrial","Yes",69,150.0704769,47
"758","38","Married","1","College Grad","Industrial","Yes",71,176.9896505,38
"759","31","Never Married","1","College Grad","Industrial","Yes",68,73.77574327,31
"760","56","Married","3","College Grad","Information","Yes",65,125.1238157,56
"761","44","Never Married","1","College Grad","Information","Yes",71,277.7994802,44
"762","33","Married","1","College Grad","Information","Yes",69,107.9039239,33
"763","36","Never Married","1","College Grad","Industrial","No",72,60.73977852,36
"764","31","Married","1","College Grad","Information","Yes",75,92.0363233,31
"765","55","Married","1","Some College","Information","Yes",71,109.8339856,55
"766","48","Married","1","College Grad","Information","No",68,66.96164432,48
"767","50","Married","1","Some College","Information","Yes",71,114.4757133,50
"768","42","Married","1","College Grad","Information","No",68,170.6951277,42
"769","25","Never Married","1","Some College","Information","Yes",67,130.9821774,25
"770","55","Married","1","HS Grad","Industrial","Yes",62,127.1157438,55
"771","28","Never Married","1","Advanced Degree","Industrial","Yes",71,117.1468169,28
"772","30","Married","4","< HS Grad","Information","No",66,123.0896998,30
"773","46","Never Married","2","College Grad","Industrial","Yes",66,120.5894365,46
"774","48","Divorced","1","Advanced Degree","Information","Yes",70,130.9821774,48
"775","42","Divorced","1","Some College","Industrial","Yes",71,81.28325328,42
"776","23","Married","1","College Grad","Industrial","No",72,36.6737042,23
"777","60","Married","1","Advanced Degree","Industrial","No",75,104.9215065,60
"778","34","Married","2","< HS Grad","Information","Yes",71,74.41296351,34
"779","45","Married","1","College Grad","Industrial","Yes",66,129.0678205,45
"780","28","Never Married","1","Some College","Industrial","No",68,84.10001012,28
"781","33","Married","1","Advanced Degree","Information","Yes",70,185.9186629,33
"782","58","Married","1","HS Grad","Information","Yes",72,105.9278108,58
"783","47","Married","1","Advanced Degree","Information","Yes",68,163.515864,47
"784","24","Never Married","1","Some College","Industrial","No",69,63.188861,24
"785","56","Married","1","College Grad","Industrial","No",70,134.7053751,56
"786","56","Married","1","College Grad","Industrial","Yes",74,120.9267015,56
"787","23","Never Married","4","College Grad","Information","Yes",67,94.07271475,23
"788","56","Married","1","Advanced Degree","Information","Yes",73,132.4878211,56
"789","45","Married","1","College Grad","Information","Yes",73,133.2323508,45
"790","58","Married","1","Some College","Information","Yes",67,145.1436012,58
"791","30","Married","3","Advanced Degree","Information","Yes",71,118.8843593,30
"792","46","Married","1","Advanced Degree","Industrial","No",66,150.3306535,46
"793","48","Married","1","Advanced Degree","Industrial","Yes",69,278.9644667,48
"794","50","Divorced","1","HS Grad","Industrial","Yes",71,98.26923081,50
"795","43","Never Married","1","College Grad","Information","Yes",71,99.6894637,43
"796","37","Married","1","< HS Grad","Industrial","No",70,94.07271475,37
"797","49","Divorced","1","Some College","Information","No",71,176.9896505,49
"798","31","Married","3","College Grad","Information","Yes",68,166.3249412,31
"799","54","Married","3","HS Grad","Industrial","Yes",67,94.07271475,54
"800","52","Married","1","College Grad","Information","Yes",71,139.7030715,52
"801","70","Married","1","HS Grad","Industrial","No",66,78.3924668,70
"802","30","Married","1","Advanced Degree","Information","Yes",69,141.7758565,30
"803","44","Married","1","HS Grad","Industrial","Yes",69,116.2653241,44
"804","34","Married","3","College Grad","Information","Yes",69,148.4131591,34
"805","38","Married","1","HS Grad","Industrial","No",69,87.98103279,38
"806","28","Separated","1","< HS Grad","Industrial","Yes",67,90.48191336,28
"807","38","Married","1","Some College","Industrial","Yes",70,141.7751723,38
"808","39","Married","1","HS Grad","Industrial","No",69,63.09271673,39
"809","52","Never Married","1","College Grad","Information","Yes",70,65.11085372,52
"810","34","Never Married","1","College Grad","Industrial","Yes",70,151.5914842,34
"811","33","Married","1","College Grad","Information","Yes",69,123.0896998,33
"812","45","Married","1","College Grad","Industrial","Yes",66,118.8843593,45
"813","58","Married","1","HS Grad","Industrial","No",67,79.85490031,58
"814","38","Married","1","HS Grad","Industrial","No",72,104.0049599,38
"815","63","Married","1","College Grad","Industrial","No",72,55.53610442,63
"816","38","Married","1","Advanced Degree","Information","Yes",73,99.6894637,38
"817","31","Married","1","Some College","Industrial","No",65,99.6894637,31
"818","53","Married","1","College Grad","Information","Yes",70,193.4526069,53
"819","21","Never Married","2","HS Grad","Information","Yes",69,102.8702469,21
"820","38","Married","1","College Grad","Information","Yes",66,164.6469889,38
"821","18","Never Married","1","< HS Grad","Industrial","Yes",69,69.6190369,18
"822","28","Never Married","1","Some College","Industrial","Yes",70,99.6894637,28
"823","33","Never Married","1","College Grad","Information","Yes",70,114.4757133,33
"824","32","Married","1","Some College","Industrial","No",71,99.6894637,32
"825","29","Never Married","1","HS Grad","Information","Yes",69,95.23071257,29
"826","28","Married","1","< HS Grad","Industrial","Yes",68,82.6796373,28
"827","42","Married","1","Advanced Degree","Information","Yes",69,116.9430813,42
"828","28","Widowed","1","< HS Grad","Information","No",66,54.59815003,28
"829","36","Married","1","Advanced Degree","Information","Yes",70,138.2991269,36
"830","47","Married","1","HS Grad","Information","Yes",68,130.9821774,47
"831","53","Married","1","Advanced Degree","Information","Yes",70,281.7459706,53
"832","48","Married","1","Advanced Degree","Information","Yes",64,163.515864,48
"833","36","Married","1","Advanced Degree","Industrial","Yes",69,179.214858,36
"834","55","Married","1","Some College","Information","Yes",70,126.3238807,55
"835","37","Married","1","< HS Grad","Industrial","No",68,70.47601965,37
"836","68","Married","1","College Grad","Information","Yes",76,118.0197533,68
"837","65","Married","4","HS Grad","Industrial","No",73,71.31963879,65
"838","37","Never Married","1","College Grad","Information","No",68,114.4757133,37
"839","33","Married","1","College Grad","Information","Yes",74,138.2991269,33
"840","19","Never Married","1","HS Grad","Information","No",69,54.59815003,19
"841","50","Married","1","College Grad","Information","Yes",70,94.07271475,50
"842","22","Never Married","1","Some College","Industrial","No",69,80.43020795,22
"843","40","Married","1","Some College","Information","Yes",67,89.24288466,40
"844","45","Married","1","Some College","Industrial","No",73,117.1468169,45
"845","36","Married","1","Advanced Degree","Industrial","No",68,127.1157438,36
"846","37","Married","3","< HS Grad","Industrial","No",68,81.28325328,37
"847","24","Never Married","1","HS Grad","Industrial","No",68,52.40706405,24
"848","66","Married","2","< HS Grad","Information","Yes",69,99.6894637,66
"849","35","Married","3","< HS Grad","Industrial","No",69,63.188861,35
"850","33","Never Married","1","College Grad","Information","Yes",72,196.1252726,33
"851","44","Married","1","Some College","Industrial","Yes",67,101.8243521,44
"852","48","Never Married","1","Some College","Information","Yes",67,107.9039239,48
"853","47","Married","1","HS Grad","Information","No",69,51.23965492,47
"854","41","Married","1","Some College","Industrial","Yes",68,99.6894637,41
"855","55","Married","1","College Grad","Information","Yes",72,63.188861,55
"856","74","Divorced","2","Advanced Degree","Information","No",73,148.4131591,74
"857","33","Never Married","1","College Grad","Information","Yes",66,99.6894637,33
"858","62","Married","1","Advanced Degree","Information","Yes",72,130.9821774,62
"859","56","Divorced","1","HS Grad","Industrial","Yes",71,101.8243521,56
"860","29","Never Married","1","Advanced Degree","Information","Yes",66,99.6894637,29
"861","56","Never Married","2","< HS Grad","Information","No",67,79.85490031,56
"862","47","Married","2","Advanced Degree","Information","Yes",68,160.6424754,47
"863","45","Married","1","HS Grad","Information","Yes",68,134.7053751,45
"864","44","Married","1","College Grad","Information","Yes",71,160.6424754,44
"865","25","Never Married","1","College Grad","Information","Yes",72,91.69922611,25
"866","45","Divorced","2","Some College","Information","No",62,75.35567932,45
"867","40","Married","1","College Grad","Information","Yes",70,136.1577108,40
"868","56","Married","1","HS Grad","Information","Yes",69,134.7053751,56
"869","56","Married","3","Some College","Information","Yes",69,81.98531783,56
"870","47","Married","3","College Grad","Industrial","Yes",70,176.9896505,47
"871","39","Married","1","HS Grad","Industrial","Yes",66,118.8860804,39
"872","38","Married","1","Some College","Information","Yes",72,121.2627457,38
"873","48","Married","1","HS Grad","Industrial","No",65,94.07271475,48
"874","44","Married","2","HS Grad","Industrial","No",71,99.6894637,44
"875","42","Married","1","Advanced Degree","Information","No",69,123.9085676,42
"876","55","Married","1","HS Grad","Industrial","Yes",66,118.8843593,55
"877","61","Never Married","1","Advanced Degree","Industrial","No",67,82.6796373,61
"878","39","Married","1","HS Grad","Industrial","Yes",65,81.28325328,39
"879","30","Married","2","Some College","Industrial","No",70,104.9215065,30
"880","49","Divorced","1","HS Grad","Industrial","Yes",66,99.6894637,49
"881","33","Married","1","College Grad","Information","Yes",70,136.1577108,33
"882","31","Married","1","< HS Grad","Industrial","No",73,81.28325328,31
"883","35","Never Married","3","HS Grad","Industrial","Yes",72,68.50868966,35
"884","55","Married","1","HS Grad","Industrial","Yes",71,81.28325328,55
"885","36","Married","1","HS Grad","Industrial","Yes",69,114.4757133,36
"886","37","Married","1","HS Grad","Industrial","No",69,118.0197533,37
"887","33","Married","1","HS Grad","Industrial","Yes",72,99.6894637,33
"888","48","Married","1","HS Grad","Industrial","Yes",70,118.8843593,48
"889","47","Married","3","Some College","Industrial","Yes",67,118.8843593,47
"890","60","Married","1","Some College","Information","Yes",70,123.0896998,60
"891","28","Never Married","1","College Grad","Information","Yes",69,109.8339856,28
"892","28","Married","1","Some College","Information","Yes",70,102.8702469,28
"893","48","Married","1","College Grad","Information","Yes",71,163.515864,48
"894","29","Married","1","Advanced Degree","Information","No",69,117.1468169,29
"895","40","Never Married","1","HS Grad","Industrial","Yes",65,92.30006143,40
"896","32","Never Married","1","Advanced Degree","Information","Yes",68,100.0134869,32
"897","33","Divorced","1","HS Grad","Information","No",69,55.06972842,33
"898","40","Divorced","1","HS Grad","Industrial","Yes",67,101.8243521,40
"899","42","Married","1","Some College","Industrial","Yes",71,148.4131591,42
"900","36","Married","1","HS Grad","Industrial","No",66,115.3750386,36
"901","39","Married","2","< HS Grad","Industrial","No",73,73.77574327,39
"902","44","Married","1","Advanced Degree","Information","Yes",68,267.9010869,44
"903","43","Married","1","HS Grad","Industrial","No",67,129.4536446,43
"904","44","Married","1","< HS Grad","Industrial","Yes",68,96.37065283,44
"905","29","Married","3","Advanced Degree","Information","Yes",68,87.98103279,29
"906","49","Married","2","Some College","Information","Yes",70,104.9215065,49
"907","47","Married","2","Some College","Information","Yes",67,130.9821774,47
"908","46","Married","3","Advanced Degree","Information","Yes",66,190.5476786,46
"909","41","Divorced","1","< HS Grad","Industrial","Yes",67,118.0197533,41
"910","52","Married","1","HS Grad","Information","No",65,79.85490031,52
"911","43","Divorced","1","HS Grad","Information","Yes",72,72.4793163,43
"912","38","Married","1","Advanced Degree","Information","Yes",65,148.4131591,38
"913","42","Married","1","Some College","Information","Yes",64,74.4446382,42
"914","56","Married","2","College Grad","Industrial","No",68,118.8843593,56
"915","39","Married","1","HS Grad","Industrial","Yes",74,128.6804882,39
"916","29","Married","2","Some College","Information","Yes",71,87.98103279,29
"917","33","Married","1","Advanced Degree","Information","Yes",69,267.9010869,33
"918","33","Married","1","HS Grad","Industrial","No",73,104.9215065,33
"919","41","Married","1","HS Grad","Information","No",71,92.89584479,41
"920","44","Never Married","2","< HS Grad","Information","Yes",71,70.47601965,44
"921","45","Married","1","Advanced Degree","Information","Yes",66,200.5432623,45
"922","58","Married","1","HS Grad","Information","Yes",66,102.8702469,58
"923","29","Married","1","Some College","Industrial","Yes",68,102.8702469,29
"924","42","Divorced","1","HS Grad","Industrial","No",70,65.11085372,42
"925","68","Married","1","HS Grad","Industrial","Yes",66,109.8339856,68
"926","47","Married","1","Advanced Degree","Information","Yes",64,127.1157438,47
"927","30","Married","2","College Grad","Information","No",67,94.07271475,30
"928","39","Married","1","< HS Grad","Information","No",70,67.86252341,39
"929","42","Married","1","College Grad","Industrial","Yes",63,125.5254984,42
"930","49","Married","1","Some College","Industrial","Yes",70,165.2087738,49
"931","36","Never Married","1","HS Grad","Industrial","Yes",70,81.28325328,36
"932","44","Married","3","HS Grad","Information","Yes",71,112.6488963,44
"933","54","Married","1","HS Grad","Information","Yes",68,76.89360252,54
"934","42","Married","1","HS Grad","Industrial","Yes",75,75.04315402,42
"935","39","Married","1","College Grad","Industrial","Yes",67,128.6804882,39
"936","30","Married","3","HS Grad","Information","No",73,59.09706408,30
"937","33","Never Married","2","HS Grad","Information","No",67,63.7733912,33
"938","28","Married","1","HS Grad","Information","Yes",72,84.04595765,28
"939","38","Married","1","HS Grad","Industrial","Yes",65,93.93718158,38
"940","30","Married","4","Some College","Industrial","Yes",69,82.6796373,30
"941","25","Never Married","1","Advanced Degree","Industrial","Yes",69,118.8843593,25
"942","52","Married","2","HS Grad","Information","Yes",72,81.28325328,52
"943","26","Married","1","HS Grad","Industrial","No",65,66.96164432,26
"944","54","Married","1","College Grad","Industrial","Yes",68,166.3249412,54
"945","62","Married","1","College Grad","Information","No",72,99.6894637,62
"946","57","Married","3","Advanced Degree","Information","Yes",73,141.7751723,57
"947","32","Married","1","College Grad","Industrial","Yes",67,143.1349408,32
"948","60","Married","1","HS Grad","Industrial","Yes",68,35.03342132,60
"949","40","Married","1","College Grad","Information","Yes",71,109.8339856,40
"950","49","Married","1","HS Grad","Industrial","No",67,111.0144055,49
"951","54","Married","1","College Grad","Industrial","Yes",70,132.4878211,54
"952","48","Never Married","1","Advanced Degree","Information","Yes",69,148.4131591,48
"953","35","Never Married","1","< HS Grad","Industrial","Yes",72,73.77574327,35
"954","46","Divorced","1","HS Grad","Information","Yes",70,143.6997101,46
"955","42","Married","1","HS Grad","Industrial","Yes",67,99.6894637,42
"956","58","Married","1","College Grad","Information","Yes",66,272.2947832,58
"957","30","Never Married","1","College Grad","Information","Yes",73,200.5432623,30
"958","27","Never Married","1","HS Grad","Industrial","Yes",72,85.38658902,27
"959","55","Married","1","< HS Grad","Industrial","Yes",66,109.8339856,55
"960","50","Married","1","HS Grad","Industrial","No",67,61.05242105,50
"961","55","Divorced","1","HS Grad","Industrial","Yes",74,118.8843593,55
"962","40","Married","1","Some College","Industrial","Yes",74,145.8051634,40
"963","32","Married","1","HS Grad","Information","No",69,112.6488963,32
"964","27","Married","1","HS Grad","Industrial","Yes",68,106.9218141,27
"965","49","Married","1","Some College","Information","Yes",72,106.9218141,49
"966","50","Married","1","College Grad","Information","Yes",71,127.1157438,50
"967","50","Married","1","< HS Grad","Industrial","Yes",70,87.98103279,50
"968","44","Married","1","Advanced Degree","Information","Yes",67,144.4780877,44
"969","57","Married","3","Advanced Degree","Information","Yes",68,160.409702,57
"970","72","Married","2","Advanced Degree","Industrial","No",68,87.98103279,72
"971","23","Never Married","1","< HS Grad","Industrial","No",72,65.11085372,23
"972","31","Never Married","1","Advanced Degree","Information","Yes",71,176.9896505,31
"973","36","Married","1","HS Grad","Information","No",66,54.59815003,36
"974","63","Married","2","Some College","Industrial","Yes",68,109.8339856,63
"975","48","Married","1","< HS Grad","Industrial","No",73,81.69842172,48
"976","46","Married","1","College Grad","Industrial","No",66,114.4757133,46
"977","55","Married","1","College Grad","Industrial","Yes",68,142.6344728,55
"978","44","Married","1","Advanced Degree","Information","Yes",72,160.6424754,44
"979","44","Married","1","Some College","Industrial","Yes",68,94.07271475,44
"980","32","Married","4","< HS Grad","Industrial","No",66,54.59815003,32
"981","60","Married","1","< HS Grad","Industrial","Yes",70,73.77574327,60
"982","42","Married","1","Advanced Degree","Information","Yes",66,160.6424754,42
"983","48","Married","2","Advanced Degree","Information","Yes",69,148.4131591,48
"984","36","Married","1","< HS Grad","Industrial","No",72,87.98230643,36
"985","31","Married","1","HS Grad","Industrial","Yes",66,101.8243521,31
"986","54","Married","1","HS Grad","Information","Yes",71,111.7208494,54
"987","29","Married","1","Some College","Industrial","Yes",70,106.9218141,29
"988","46","Divorced","1","Some College","Industrial","No",65,126.3238807,46
"989","35","Divorced","1","HS Grad","Industrial","No",64,109.8339856,35
"990","50","Married","1","< HS Grad","Information","Yes",70,92.89584479,50
"991","25","Married","1","Some College","Industrial","Yes",69,54.59815003,25
"992","33","Never Married","1","Some College","Information","No",71,96.37065283,33
"993","34","Married","1","HS Grad","Industrial","Yes",68,114.4757133,34
"994","51","Married","2","HS Grad","Industrial","Yes",70,94.07271475,51
"995","33","Married","1","HS Grad","Industrial","Yes",73,95.23071257,33
"996","59","Married","1","Some College","Information","Yes",68,139.0034081,59
"997","62","Separated","2","< HS Grad","Industrial","Yes",72,81.28325328,62
"998","28","Separated","1","HS Grad","Industrial","Yes",71,94.07271475,28
"999","40","Married","1","Some College","Information","Yes",69,87.98103279,40
"1000","52","Married","1","Advanced Degree","Industrial","Yes",71,138.2991269,52
"1001","29","Married","1","HS Grad","Industrial","No",71,89.49247952,29
"1002","34","Married","1","< HS Grad","Industrial","Yes",69,92.89584479,34
"1003","25","Never Married","1","HS Grad","Industrial","No",69,54.59815003,25
"1004","66","Married","1","College Grad","Industrial","Yes",69,94.07271475,66
"1005","43","Married","1","HS Grad","Information","Yes",70,68.74808773,43
"1006","45","Married","2","HS Grad","Information","No",66,92.89584479,45
"1007","35","Married","1","Advanced Degree","Information","Yes",68,114.4757133,35
"1008","43","Married","1","HS Grad","Information","Yes",66,109.8339856,43
"1009","49","Married","1","College Grad","Information","Yes",70,109.8339856,49
"1010","60","Never Married","2","< HS Grad","Information","Yes",72,77.04520085,60
"1011","46","Married","1","HS Grad","Information","No",67,94.07271475,46
"1012","55","Married","1","HS Grad","Industrial","Yes",70,101.8243521,55
"1013","32","Married","1","Some College","Industrial","Yes",69,118.8843593,32
"1014","53","Married","1","HS Grad","Industrial","No",70,133.2323508,53
"1015","57","Married","1","College Grad","Information","Yes",67,157.1035043,57
"1016","51","Married","1","Advanced Degree","Information","Yes",72,281.7459706,51
"1017","59","Married","1","Advanced Degree","Information","Yes",76,182.020621,59
"1018","45","Married","1","Some College","Information","Yes",68,119.0992348,45
"1019","56","Never Married","1","HS Grad","Industrial","Yes",67,71.68674367,56
"1020","30","Married","1","HS Grad","Industrial","Yes",73,85.38394038,30
"1021","21","Never Married","1","HS Grad","Industrial","No",69,72.15045568,21
"1022","60","Married","1","College Grad","Industrial","Yes",66,138.2991269,60
"1023","60","Married","1","HS Grad","Information","Yes",69,101.8243521,60
"1024","48","Divorced","1","< HS Grad","Industrial","Yes",67,109.8339856,48
"1025","39","Divorced","1","College Grad","Information","No",71,87.98103279,39
"1026","32","Never Married","1","Some College","Information","Yes",71,115.3750386,32
"1027","51","Married","2","Advanced Degree","Information","Yes",71,191.5736835,51
"1028","47","Married","1","College Grad","Industrial","No",68,86.69515483,47
"1029","44","Married","1","HS Grad","Information","Yes",68,75.8522372,44
"1030","46","Married","1","HS Grad","Industrial","Yes",69,166.3249412,46
"1031","28","Never Married","1","College Grad","Industrial","Yes",67,56.90553914,28
"1032","24","Never Married","1","College Grad","Information","No",74,99.6894637,24
"1033","37","Married","1","HS Grad","Industrial","No",68,92.89584479,37
"1034","31","Married","1","HS Grad","Industrial","Yes",68,99.6894637,31
"1035","72","Married","1","HS Grad","Information","Yes",69,92.89584479,72
"1036","50","Married","1","Some College","Industrial","Yes",72,101.8243521,50
"1037","36","Married","1","Some College","Industrial","Yes",73,145.1436012,36
"1038","27","Never Married","2","HS Grad","Industrial","Yes",70,76.89360252,27
"1039","27","Married","1","Some College","Industrial","Yes",71,90.48191336,27
"1040","41","Married","1","College Grad","Industrial","No",65,127.1157438,41
"1041","20","Never Married","1","Some College","Information","No",71,82.6796373,20
"1042","49","Married","2","HS Grad","Industrial","Yes",69,99.6894637,49
"1043","25","Never Married","1","HS Grad","Industrial","Yes",72,64.15923257,25
"1044","41","Married","3","< HS Grad","Industrial","Yes",67,89.49247952,41
"1045","53","Never Married","1","HS Grad","Industrial","Yes",67,87.98103279,53
"1046","45","Married","1","College Grad","Industrial","No",69,127.1157438,45
"1047","32","Married","1","< HS Grad","Industrial","No",70,66.96164432,32
"1048","47","Married","1","Some College","Information","Yes",76,148.4131591,47
"1049","26","Married","1","HS Grad","Industrial","Yes",69,123.0896998,26
"1050","31","Married","2","Some College","Information","Yes",68,133.2323508,31
"1051","32","Married","3","Advanced Degree","Information","Yes",69,118.8843593,32
"1052","50","Divorced","1","Advanced Degree","Information","Yes",69,120.1661196,50
"1053","46","Married","1","HS Grad","Industrial","Yes",70,115.3750386,46
"1054","47","Married","1","Advanced Degree","Information","Yes",71,112.6488963,47
"1055","55","Married","1","Some College","Industrial","Yes",69,118.8843593,55
"1056","49","Married","1","College Grad","Industrial","Yes",69,148.4131591,49
"1057","25","Married","1","HS Grad","Industrial","Yes",71,61.18752643,25
"1058","60","Married","1","HS Grad","Information","No",69,95.68881191,60
"1059","62","Married","1","HS Grad","Industrial","Yes",69,89.24288466,62
"1060","63","Separated","2","HS Grad","Information","Yes",65,127.901233,63
"1061","31","Never Married","1","Advanced Degree","Information","Yes",71,128.6804882,31
"1062","29","Married","1","College Grad","Industrial","Yes",71,109.8339856,29
"1063","51","Married","1","HS Grad","Industrial","Yes",69,114.4757133,51
"1064","28","Married","3","HS Grad","Industrial","No",74,76.12969964,28
"1065","36","Never Married","1","Some College","Information","Yes",68,123.0896998,36
"1066","28","Never Married","1","Some College","Information","Yes",67,99.6894637,28
"1067","38","Married","1","College Grad","Information","Yes",69,102.8702469,38
"1068","35","Married","1","Some College","Industrial","Yes",74,96.37065283,35
"1069","46","Divorced","1","Some College","Industrial","Yes",68,117.1468169,46
"1070","37","Married","1","Some College","Information","No",65,90.48191336,37
"1071","41","Divorced","2","Some College","Information","Yes",67,104.9215065,41
"1072","59","Married","2","Some College","Industrial","No",65,73.77574327,59
"1073","51","Married","1","Some College","Industrial","No",65,107.9039239,51
"1074","26","Never Married","2","HS Grad","Industrial","Yes",70,99.6894637,26
"1075","34","Married","2","Some College","Industrial","Yes",69,60.15412466,34
"1076","32","Married","1","HS Grad","Information","Yes",69,123.0896998,32
"1077","23","Never Married","1","Some College","Industrial","Yes",68,81.28325328,23
"1078","50","Married","1","HS Grad","Information","Yes",75,143.1349408,50
"1079","25","Never Married","1","< HS Grad","Industrial","Yes",70,69.09818381,25
"1080","43","Married","1","HS Grad","Industrial","Yes",65,78.98167452,43
"1081","36","Married","2","Some College","Industrial","Yes",70,128.6804882,36
"1082","50","Married","1","HS Grad","Information","No",68,54.59815003,50
"1083","34","Separated","2","HS Grad","Information","Yes",68,134.7053751,34
"1084","34","Never Married","1","HS Grad","Industrial","No",75,104.9215065,34
"1085","55","Married","3","Advanced Degree","Information","Yes",68,277.6014175,55
"1086","39","Married","2","HS Grad","Industrial","No",69,78.21457569,39
"1087","40","Married","1","< HS Grad","Industrial","Yes",68,82.6796373,40
"1088","32","Married","1","Some College","Information","Yes",73,117.1468169,32
"1089","63","Married","1","HS Grad","Information","Yes",65,118.8843593,63
"1090","38","Never Married","1","HS Grad","Industrial","No",67,109.8339856,38
"1091","67","Married","3","HS Grad","Industrial","No",68,59.09706408,67
"1092","39","Married","1","HS Grad","Industrial","Yes",70,116.2653241,39
"1093","31","Married","3","HS Grad","Industrial","No",72,61.18752643,31
"1094","41","Never Married","1","Some College","Information","Yes",63,114.4757133,41
"1095","47","Married","1","< HS Grad","Industrial","Yes",65,78.3924668,47
"1096","61","Married","1","HS Grad","Industrial","Yes",68,122.2636739,61
"1097","61","Married","1","Advanced Degree","Industrial","Yes",69,148.4131591,61
"1098","21","Married","4","HS Grad","Industrial","No",69,54.59815003,21
"1099","22","Never Married","1","College Grad","Industrial","No",67,66.04469423,22
"1100","53","Married","1","College Grad","Industrial","Yes",67,126.9578857,53
"1101","47","Married","1","College Grad","Industrial","No",68,81.28325328,47
"1102","36","Married","1","Some College","Industrial","Yes",72,127.901233,36
"1103","36","Never Married","1","HS Grad","Industrial","No",73,87.98103279,36
"1104","42","Married","1","HS Grad","Industrial","Yes",70,123.0896998,42
"1105","54","Divorced","1","Some College","Industrial","No",68,104.9215065,54
"1106","27","Married","1","Some College","Industrial","Yes",71,87.98103279,27
"1107","36","Married","1","HS Grad","Industrial","Yes",67,131.7378012,36
"1108","35","Never Married","1","HS Grad","Information","No",67,73.77574327,35
"1109","60","Married","1","HS Grad","Industrial","Yes",69,104.9215065,60
"1110","42","Separated","1","HS Grad","Industrial","Yes",71,91.60261566,42
"1111","41","Married","2","Advanced Degree","Information","Yes",66,123.0896998,41
"1112","35","Never Married","2","Some College","Industrial","Yes",65,131.6526987,35
"1113","34","Never Married","2","Advanced Degree","Information","Yes",74,309.5717713,34
"1114","22","Never Married","1","HS Grad","Industrial","Yes",73,70.66104767,22
"1115","47","Married","1","HS Grad","Industrial","No",68,84.85204409,47
"1116","59","Married","1","HS Grad","Industrial","Yes",70,102.8702469,59
"1117","29","Never Married","1","Some College","Information","Yes",70,103.9024706,29
"1118","32","Never Married","1","< HS Grad","Information","Yes",68,94.07271475,32
