age,sex,marital,race,education,region,job_class,health_ins,height,daily_wage
29,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,66,87.98103279
24,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,67,73.77574327
52,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,69,145.1436012
50,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,69,141.7751723
24,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,69,76.89360252
42,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,66,123.9085676
53,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,118.8843593
49,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,279.197497
46,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,70,54.59815003
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,154.685293
41,Male,Never Married,3,Advanced Degree,Middle Atlantic,Information,Yes,70,180.0301971
41,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,118.8843593
36,Male,Married,1,Some College,Middle Atlantic,Industrial,No,68,87.98103279
34,Male,Married,2,Some College,Middle Atlantic,Information,No,70,91.69922611
24,Male,Never Married,1,Some College,Middle Atlantic,Information,No,67,59.09706408
44,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,123.9085676
33,Male,Married,2,College Grad,Middle Atlantic,Information,No,70,109.8339856
25,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,94.07271475
40,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,117.1468169
48,Male,Never Married,3,HS Grad,Middle Atlantic,Industrial,No,74,65.11085372
56,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,65,97.49329405
25,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,No,71,118.0197533
44,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,141.7751723
27,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,71,116.1766952
58,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,70,75.35567932
52,Male,Divorced,2,College Grad,Middle Atlantic,Information,Yes,70,95.23071257
60,Male,Never Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,67,111.7208494
39,Male,Married,1,Some College,Middle Atlantic,Information,Yes,65,103.9024706
51,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,73,147.1166892
31,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,71,87.98103279
45,Male,Widowed,1,HS Grad,Middle Atlantic,Industrial,No,71,118.8843593
43,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,68,100.7642728
45,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,120.5894365
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,67,193.8668781
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,118.8843593
51,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,267.9010869
47,Male,Divorced,1,College Grad,Middle Atlantic,Information,Yes,71,174.402876
52,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,133.9715001
31,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,70,154.685293
40,Male,Married,2,College Grad,Middle Atlantic,Information,Yes,71,154.685293
26,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,70,118.8843593
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,95.23071257
38,Male,Divorced,1,Some College,Middle Atlantic,Industrial,No,70,109.8339856
50,Male,Married,4,< HS Grad,Middle Atlantic,Information,No,71,111.7208494
63,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,134.7053751
35,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,66,85.90104432
29,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,73,118.8843593
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,87.98103279
29,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,92.89584479
62,Male,Divorced,1,College Grad,Middle Atlantic,Information,Yes,68,109.8339856
45,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,124.7204462
56,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,71,127.901233
58,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,66,97.49329405
39,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,70,198.3502905
49,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,92.89584479
24,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,69,94.07271475
61,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,68,148.4131591
58,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,76,79.85490031
47,Male,Married,3,Some College,Middle Atlantic,Information,No,72,118.8843593
41,Male,Separated,1,College Grad,Middle Atlantic,Information,Yes,70,87.98103279
71,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,71,94.07271475
47,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,69,150.0704769
38,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,71,176.9896505
31,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,73.77574327
56,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,65,125.1238157
44,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,277.7994802
33,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,69,107.9039239
36,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,No,72,60.73977852
31,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,75,92.0363233
55,Male,Married,1,Some College,Middle Atlantic,Information,Yes,71,109.8339856
48,Male,Married,1,College Grad,Middle Atlantic,Information,No,68,66.96164432
50,Male,Married,1,Some College,Middle Atlantic,Information,Yes,71,114.4757133
42,Male,Married,1,College Grad,Middle Atlantic,Information,No,68,170.6951277
25,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,67,130.9821774
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,62,127.1157438
28,Male,Never Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,71,117.1468169
30,Male,Married,4,< HS Grad,Middle Atlantic,Information,No,66,123.0896998
46,Male,Never Married,2,College Grad,Middle Atlantic,Industrial,Yes,66,120.5894365
48,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,70,130.9821774
42,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,71,81.28325328
23,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,72,36.6737042
60,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,75,104.9215065
34,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,71,74.41296351
45,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,66,129.0678205
28,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,68,84.10001012
33,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,185.9186629
58,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,72,105.9278108
47,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,163.515864
24,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,69,63.188861
56,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,70,134.7053751
56,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,74,120.9267015
23,Male,Never Married,4,College Grad,Middle Atlantic,Information,Yes,67,94.07271475
56,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,73,132.4878211
45,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,73,133.2323508
58,Male,Married,1,Some College,Middle Atlantic,Information,Yes,67,145.1436012
30,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,71,118.8843593
46,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,66,150.3306535
48,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,278.9644667
50,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,71,98.26923081
43,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,99.6894637
37,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,70,94.07271475
49,Male,Divorced,1,Some College,Middle Atlantic,Information,No,71,176.9896505
31,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,68,166.3249412
54,Male,Married,3,HS Grad,Middle Atlantic,Industrial,Yes,67,94.07271475
52,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,139.7030715
70,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,66,78.3924668
30,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,141.7758565
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,116.2653241
34,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,69,148.4131591
38,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,87.98103279
28,Male,Separated,1,< HS Grad,Middle Atlantic,Industrial,Yes,67,90.48191336
38,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,141.7751723
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,63.09271673
52,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,70,65.11085372
34,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,151.5914842
33,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,69,123.0896998
45,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,66,118.8843593
58,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,79.85490031
38,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,104.0049599
63,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,72,55.53610442
38,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,73,99.6894637
31,Male,Married,1,Some College,Middle Atlantic,Industrial,No,65,99.6894637
53,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,193.4526069
21,Male,Never Married,2,HS Grad,Middle Atlantic,Information,Yes,69,102.8702469
38,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,66,164.6469889
18,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,69,69.6190369
28,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,70,99.6894637
33,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,70,114.4757133
32,Male,Married,1,Some College,Middle Atlantic,Industrial,No,71,99.6894637
29,Male,Never Married,1,HS Grad,Middle Atlantic,Information,Yes,69,95.23071257
28,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,68,82.6796373
42,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,116.9430813
28,Male,Widowed,1,< HS Grad,Middle Atlantic,Information,No,66,54.59815003
36,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,138.2991269
47,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,130.9821774
53,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,281.7459706
48,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,64,163.515864
36,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,179.214858
55,Male,Married,1,Some College,Middle Atlantic,Information,Yes,70,126.3238807
37,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,68,70.47601965
68,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,76,118.0197533
65,Male,Married,4,HS Grad,Middle Atlantic,Industrial,No,73,71.31963879
37,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,68,114.4757133
33,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,74,138.2991269
19,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,69,54.59815003
50,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,94.07271475
22,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,69,80.43020795
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,67,89.24288466
45,Male,Married,1,Some College,Middle Atlantic,Industrial,No,73,117.1468169
36,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,68,127.1157438
37,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,No,68,81.28325328
24,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,68,52.40706405
66,Male,Married,2,< HS Grad,Middle Atlantic,Information,Yes,69,99.6894637
35,Male,Married,3,< HS Grad,Middle Atlantic,Industrial,No,69,63.188861
33,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,72,196.1252726
44,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,101.8243521
48,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,67,107.9039239
47,Male,Married,1,HS Grad,Middle Atlantic,Information,No,69,51.23965492
41,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,99.6894637
55,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,72,63.188861
74,Male,Divorced,2,Advanced Degree,Middle Atlantic,Information,No,73,148.4131591
33,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,66,99.6894637
62,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,72,130.9821774
56,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,71,101.8243521
29,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,66,99.6894637
56,Male,Never Married,2,< HS Grad,Middle Atlantic,Information,No,67,79.85490031
47,Male,Married,2,Advanced Degree,Middle Atlantic,Information,Yes,68,160.6424754
45,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,134.7053751
44,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,160.6424754
25,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,72,91.69922611
45,Male,Divorced,2,Some College,Middle Atlantic,Information,No,62,75.35567932
40,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,136.1577108
56,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,134.7053751
56,Male,Married,3,Some College,Middle Atlantic,Information,Yes,69,81.98531783
47,Male,Married,3,College Grad,Middle Atlantic,Industrial,Yes,70,176.9896505
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,118.8860804
38,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,121.2627457
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,65,94.07271475
44,Male,Married,2,HS Grad,Middle Atlantic,Industrial,No,71,99.6894637
42,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,69,123.9085676
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,118.8843593
61,Male,Never Married,1,Advanced Degree,Middle Atlantic,Industrial,No,67,82.6796373
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,81.28325328
30,Male,Married,2,Some College,Middle Atlantic,Industrial,No,70,104.9215065
49,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,66,99.6894637
33,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,136.1577108
31,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,73,81.28325328
35,Male,Never Married,3,HS Grad,Middle Atlantic,Industrial,Yes,72,68.50868966
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,81.28325328
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,114.4757133
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,69,118.0197533
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,72,99.6894637
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,118.8843593
47,Male,Married,3,Some College,Middle Atlantic,Industrial,Yes,67,118.8843593
60,Male,Married,1,Some College,Middle Atlantic,Information,Yes,70,123.0896998
28,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,69,109.8339856
28,Male,Married,1,Some College,Middle Atlantic,Information,Yes,70,102.8702469
48,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,163.515864
29,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,69,117.1468169
40,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,92.30006143
32,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,100.0134869
33,Male,Divorced,1,HS Grad,Middle Atlantic,Information,No,69,55.06972842
40,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,67,101.8243521
42,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,148.4131591
36,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,66,115.3750386
39,Male,Married,2,< HS Grad,Middle Atlantic,Industrial,No,73,73.77574327
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,267.9010869
43,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,129.4536446
44,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,68,96.37065283
29,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,68,87.98103279
49,Male,Married,2,Some College,Middle Atlantic,Information,Yes,70,104.9215065
47,Male,Married,2,Some College,Middle Atlantic,Information,Yes,67,130.9821774
46,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,66,190.5476786
41,Male,Divorced,1,< HS Grad,Middle Atlantic,Industrial,Yes,67,118.0197533
52,Male,Married,1,HS Grad,Middle Atlantic,Information,No,65,79.85490031
43,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,72,72.4793163
38,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,65,148.4131591
42,Male,Married,1,Some College,Middle Atlantic,Information,Yes,64,74.4446382
56,Male,Married,2,College Grad,Middle Atlantic,Industrial,No,68,118.8843593
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,74,128.6804882
29,Male,Married,2,Some College,Middle Atlantic,Information,Yes,71,87.98103279
33,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,267.9010869
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,73,104.9215065
41,Male,Married,1,HS Grad,Middle Atlantic,Information,No,71,92.89584479
44,Male,Never Married,2,< HS Grad,Middle Atlantic,Information,Yes,71,70.47601965
45,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,66,200.5432623
58,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,66,102.8702469
29,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,102.8702469
42,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,70,65.11085372
68,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,109.8339856
47,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,64,127.1157438
30,Male,Married,2,College Grad,Middle Atlantic,Information,No,67,94.07271475
39,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,70,67.86252341
42,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,63,125.5254984
49,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,165.2087738
36,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,81.28325328
44,Male,Married,3,HS Grad,Middle Atlantic,Information,Yes,71,112.6488963
54,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,76.89360252
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,75,75.04315402
39,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,128.6804882
30,Male,Married,3,HS Grad,Middle Atlantic,Information,No,73,59.09706408
33,Male,Never Married,2,HS Grad,Middle Atlantic,Information,No,67,63.7733912
28,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,72,84.04595765
38,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,93.93718158
30,Male,Married,4,Some College,Middle Atlantic,Industrial,Yes,69,82.6796373
25,Male,Never Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,118.8843593
52,Male,Married,2,HS Grad,Middle Atlantic,Information,Yes,72,81.28325328
26,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,65,66.96164432
54,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,166.3249412
62,Male,Married,1,College Grad,Middle Atlantic,Information,No,72,99.6894637
57,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,73,141.7751723
32,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,143.1349408
60,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,35.03342132
40,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,109.8339856
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,111.0144055
54,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,132.4878211
48,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,148.4131591
35,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,72,73.77574327
46,Male,Divorced,1,HS Grad,Middle Atlantic,Information,Yes,70,143.6997101
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,99.6894637
58,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,66,272.2947832
30,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,73,200.5432623
27,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,72,85.38658902
55,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,66,109.8339856
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,67,61.05242105
55,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,74,118.8843593
40,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,74,145.8051634
32,Male,Married,1,HS Grad,Middle Atlantic,Information,No,69,112.6488963
27,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,106.9218141
49,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,106.9218141
50,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,127.1157438
50,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,70,87.98103279
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,144.4780877
57,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,68,160.409702
72,Male,Married,2,Advanced Degree,Middle Atlantic,Industrial,No,68,87.98103279
23,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,72,65.11085372
31,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,176.9896505
36,Male,Married,1,HS Grad,Middle Atlantic,Information,No,66,54.59815003
63,Male,Married,2,Some College,Middle Atlantic,Industrial,Yes,68,109.8339856
48,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,73,81.69842172
46,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,66,114.4757133
55,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,142.6344728
44,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,72,160.6424754
44,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,94.07271475
32,Male,Married,4,< HS Grad,Middle Atlantic,Industrial,No,66,54.59815003
60,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,70,73.77574327
42,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,66,160.6424754
48,Male,Married,2,Advanced Degree,Middle Atlantic,Information,Yes,69,148.4131591
36,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,72,87.98230643
31,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,101.8243521
54,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,71,111.7208494
29,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,70,106.9218141
46,Male,Divorced,1,Some College,Middle Atlantic,Industrial,No,65,126.3238807
35,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,No,64,109.8339856
50,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,70,92.89584479
25,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,69,54.59815003
33,Male,Never Married,1,Some College,Middle Atlantic,Information,No,71,96.37065283
34,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,114.4757133
51,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,70,94.07271475
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,73,95.23071257
59,Male,Married,1,Some College,Middle Atlantic,Information,Yes,68,139.0034081
62,Male,Separated,2,< HS Grad,Middle Atlantic,Industrial,Yes,72,81.28325328
28,Male,Separated,1,HS Grad,Middle Atlantic,Industrial,Yes,71,94.07271475
40,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,87.98103279
52,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,71,138.2991269
29,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,71,89.49247952
34,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,69,92.89584479
25,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,69,54.59815003
66,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,94.07271475
43,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,70,68.74808773
45,Male,Married,2,HS Grad,Middle Atlantic,Information,No,66,92.89584479
35,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,114.4757133
43,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,66,109.8339856
49,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,109.8339856
60,Male,Never Married,2,< HS Grad,Middle Atlantic,Information,Yes,72,77.04520085
46,Male,Married,1,HS Grad,Middle Atlantic,Information,No,67,94.07271475
55,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,101.8243521
32,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,69,118.8843593
53,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,133.2323508
57,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,67,157.1035043
51,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,72,281.7459706
59,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,76,182.020621
45,Male,Married,1,Some College,Middle Atlantic,Information,Yes,68,119.0992348
56,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,71.68674367
30,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,73,85.38394038
21,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,69,72.15045568
60,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,66,138.2991269
60,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,101.8243521
48,Male,Divorced,1,< HS Grad,Middle Atlantic,Industrial,Yes,67,109.8339856
39,Male,Divorced,1,College Grad,Middle Atlantic,Information,No,71,87.98103279
32,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,71,115.3750386
51,Male,Married,2,Advanced Degree,Middle Atlantic,Information,Yes,71,191.5736835
47,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,68,86.69515483
44,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,75.8522372
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,166.3249412
28,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,56.90553914
24,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,74,99.6894637
37,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,68,92.89584479
31,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,99.6894637
72,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,92.89584479
50,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,101.8243521
36,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,73,145.1436012
